"CPP","Year","Indicator","Type","value"
"Highland","2013/14","Primary 1 Body Mass Index","Raw",83.7115137361142
"Highland","2014/15","Primary 1 Body Mass Index","Raw",83.5424318210161
"Highland","2015/16","Primary 1 Body Mass Index","Raw",83.3964910790757
"Highland","2016/17","Primary 1 Body Mass Index","Raw",83.2575553847411
"Highland","2017/18","Primary 1 Body Mass Index","Raw",82.4478732346075
"Highland","2018/19","Primary 1 Body Mass Index","Raw",82.4638121535601
"Highland","2019/20","Primary 1 Body Mass Index","Raw",80.5970337615773
"Inverclyde","2012/13","Primary 1 Body Mass Index","Raw",82.6529436734769
"Inverclyde","2013/14","Primary 1 Body Mass Index","Raw",82.5389025942945
"Inverclyde","2014/15","Primary 1 Body Mass Index","Raw",82.5934337211661
"Inverclyde","2015/16","Primary 1 Body Mass Index","Raw",83.4387493020659
"Inverclyde","2016/17","Primary 1 Body Mass Index","Raw",83.6622997140585
"Inverclyde","2017/18","Primary 1 Body Mass Index","Raw",83.1424929507735
"Inverclyde","2018/19","Primary 1 Body Mass Index","Raw",79.8941789660853
"Midlothian","2009/10","Primary 1 Body Mass Index","Raw",81.3986759996294
"Midlothian","2010/11","Primary 1 Body Mass Index","Raw",82.508125871206
"Midlothian","2011/12","Primary 1 Body Mass Index","Raw",83.0457583987903
"Midlothian","2012/13","Primary 1 Body Mass Index","Raw",84.4267045282641
"Midlothian","2013/14","Primary 1 Body Mass Index","Raw",83.8683148435182
"Midlothian","2014/15","Primary 1 Body Mass Index","Raw",84.0811810916901
"Midlothian","2015/16","Primary 1 Body Mass Index","Raw",83.463423412328
"Midlothian","2016/17","Primary 1 Body Mass Index","Raw",83.7669408648796
"Midlothian","2017/18","Primary 1 Body Mass Index","Raw",83.6193191297387
"Midlothian","2018/19","Primary 1 Body Mass Index","Raw",84.3805133559785
"Midlothian","2019/20","Primary 1 Body Mass Index","Raw",82.3032672869728
"Moray","2010/11","Primary 1 Body Mass Index","Raw",83.482423763402
"Moray","2011/12","Primary 1 Body Mass Index","Raw",83.0930276619932
"Moray","2012/13","Primary 1 Body Mass Index","Raw",83.6067218085965
"Moray","2013/14","Primary 1 Body Mass Index","Raw",83.7770608968122
"Moray","2014/15","Primary 1 Body Mass Index","Raw",83.846440929441
"Moray","2015/16","Primary 1 Body Mass Index","Raw",83.535694077324
"Moray","2016/17","Primary 1 Body Mass Index","Raw",84.2087603909067
"Moray","2017/18","Primary 1 Body Mass Index","Raw",84.4088838161871
"Moray","2018/19","Primary 1 Body Mass Index","Raw",84.5307834472478
"North Ayrshire","2009/10","Primary 1 Body Mass Index","Raw",81.2199583566817
"North Ayrshire","2010/11","Primary 1 Body Mass Index","Raw",78.2677739363691
"North Ayrshire","2011/12","Primary 1 Body Mass Index","Raw",78.0179047579285
"North Ayrshire","2012/13","Primary 1 Body Mass Index","Raw",77.4600510089242
"North Ayrshire","2013/14","Primary 1 Body Mass Index","Raw",78.9186310957814
"North Ayrshire","2014/15","Primary 1 Body Mass Index","Raw",79.9595431991059
"North Ayrshire","2015/16","Primary 1 Body Mass Index","Raw",81.1392826566121
"North Ayrshire","2016/17","Primary 1 Body Mass Index","Raw",81.6080293233964
"North Ayrshire","2017/18","Primary 1 Body Mass Index","Raw",81.5816377325113
"North Ayrshire","2018/19","Primary 1 Body Mass Index","Raw",82.2875671838866
"North Ayrshire","2019/20","Primary 1 Body Mass Index","Raw",79.108822644118
"North Lanarkshire","2009/10","Primary 1 Body Mass Index","Raw",85.6809409273719
"North Lanarkshire","2010/11","Primary 1 Body Mass Index","Raw",84.9162218973363
"North Lanarkshire","2011/12","Primary 1 Body Mass Index","Raw",83.9632282958025
"North Lanarkshire","2012/13","Primary 1 Body Mass Index","Raw",83.7879925340948
"North Lanarkshire","2013/14","Primary 1 Body Mass Index","Raw",84.2616322192648
"North Lanarkshire","2014/15","Primary 1 Body Mass Index","Raw",84.629941640417
"North Lanarkshire","2015/16","Primary 1 Body Mass Index","Raw",84.6241288834578
"North Lanarkshire","2016/17","Primary 1 Body Mass Index","Raw",84.0962628834369
"North Lanarkshire","2017/18","Primary 1 Body Mass Index","Raw",83.351419508709
"Orkney Islands","2011/12","Primary 1 Body Mass Index","Raw",80.0907914212635
"Orkney Islands","2012/13","Primary 1 Body Mass Index","Raw",78.7860776165497
"Orkney Islands","2013/14","Primary 1 Body Mass Index","Raw",80.9313287130189
"Orkney Islands","2014/15","Primary 1 Body Mass Index","Raw",81.1694239511141
"Orkney Islands","2015/16","Primary 1 Body Mass Index","Raw",83.8314609881511
"Orkney Islands","2016/17","Primary 1 Body Mass Index","Raw",83.3748048399688
"Orkney Islands","2017/18","Primary 1 Body Mass Index","Raw",81.9938524590164
"Orkney Islands","2018/19","Primary 1 Body Mass Index","Raw",82.3745995854532
"Orkney Islands","2019/20","Primary 1 Body Mass Index","Raw",81.7458904956124
"Perth and Kinross","2009/10","Primary 1 Body Mass Index","Raw",85.9124689389725
"Perth and Kinross","2010/11","Primary 1 Body Mass Index","Raw",86.1548631188666
"Perth and Kinross","2011/12","Primary 1 Body Mass Index","Raw",85.8076833599222
"Perth and Kinross","2012/13","Primary 1 Body Mass Index","Raw",85.9514752056896
"Perth and Kinross","2013/14","Primary 1 Body Mass Index","Raw",85.1391261020784
"Perth and Kinross","2014/15","Primary 1 Body Mass Index","Raw",84.8295183472152
"Perth and Kinross","2015/16","Primary 1 Body Mass Index","Raw",82.7519062384102
"Perth and Kinross","2016/17","Primary 1 Body Mass Index","Raw",81.9346257123918
"Perth and Kinross","2017/18","Primary 1 Body Mass Index","Raw",82.8592448955752
"Renfrewshire","2009/10","Primary 1 Body Mass Index","Raw",87.7021673792833
"Renfrewshire","2010/11","Primary 1 Body Mass Index","Raw",86.6753226452697
"Renfrewshire","2011/12","Primary 1 Body Mass Index","Raw",86.2039451661209
"Renfrewshire","2012/13","Primary 1 Body Mass Index","Raw",85.5492103981595
"Renfrewshire","2013/14","Primary 1 Body Mass Index","Raw",85.4061264569204
"Renfrewshire","2014/15","Primary 1 Body Mass Index","Raw",85.619414528632
"Renfrewshire","2015/16","Primary 1 Body Mass Index","Raw",85.4410667798073
"Renfrewshire","2016/17","Primary 1 Body Mass Index","Raw",85.4265638558307
"Renfrewshire","2017/18","Primary 1 Body Mass Index","Raw",84.8559023797631
"Renfrewshire","2018/19","Primary 1 Body Mass Index","Raw",82.338433666883
"Scottish Borders","2009/10","Primary 1 Body Mass Index","Raw",85.9316552933688
"Scottish Borders","2010/11","Primary 1 Body Mass Index","Raw",85.9538925992499
"Scottish Borders","2011/12","Primary 1 Body Mass Index","Raw",86.427097198616
"Scottish Borders","2012/13","Primary 1 Body Mass Index","Raw",85.8594578997529
"Scottish Borders","2013/14","Primary 1 Body Mass Index","Raw",85.6731064966931
"Scottish Borders","2014/15","Primary 1 Body Mass Index","Raw",85.4000520099114
"Scottish Borders","2015/16","Primary 1 Body Mass Index","Raw",85.1085496459347
"Scottish Borders","2016/17","Primary 1 Body Mass Index","Raw",84.7642799800634
"Scottish Borders","2017/18","Primary 1 Body Mass Index","Raw",84.9665992497402
"Shetland Islands","2009/10","Primary 1 Body Mass Index","Raw",84.5467875632163
"Shetland Islands","2010/11","Primary 1 Body Mass Index","Raw",83.3047368448368
"Shetland Islands","2011/12","Primary 1 Body Mass Index","Raw",84.7457621127935
"Shetland Islands","2012/13","Primary 1 Body Mass Index","Raw",85.215847582879
"Shetland Islands","2013/14","Primary 1 Body Mass Index","Raw",84.7251283899728
"Shetland Islands","2014/15","Primary 1 Body Mass Index","Raw",84.6256588939516
"Shetland Islands","2015/16","Primary 1 Body Mass Index","Raw",82.8029164190352
"Shetland Islands","2016/17","Primary 1 Body Mass Index","Raw",83.3359876838138
"Shetland Islands","2017/18","Primary 1 Body Mass Index","Raw",83.7652207121657
"Shetland Islands","2018/19","Primary 1 Body Mass Index","Raw",84.671017813615
"Shetland Islands","2019/20","Primary 1 Body Mass Index","Raw",82.8875996585154
"South Ayrshire","2009/10","Primary 1 Body Mass Index","Raw",85.3470871907002
"South Ayrshire","2010/11","Primary 1 Body Mass Index","Raw",84.3785779454244
"South Ayrshire","2011/12","Primary 1 Body Mass Index","Raw",84.9354605857063
"South Ayrshire","2012/13","Primary 1 Body Mass Index","Raw",85.0596291253195
"South Ayrshire","2013/14","Primary 1 Body Mass Index","Raw",84.4843417934317
"South Ayrshire","2014/15","Primary 1 Body Mass Index","Raw",83.8865918609078
"South Ayrshire","2015/16","Primary 1 Body Mass Index","Raw",84.5990359600728
"South Ayrshire","2016/17","Primary 1 Body Mass Index","Raw",84.8172073480999
"South Ayrshire","2017/18","Primary 1 Body Mass Index","Raw",85.8292367058867
"South Ayrshire","2018/19","Primary 1 Body Mass Index","Raw",86.6800106821595
"South Ayrshire","2019/20","Primary 1 Body Mass Index","Raw",83.6048152069288
"South Lanarkshire","2009/10","Primary 1 Body Mass Index","Raw",87.7195156291347
"South Lanarkshire","2010/11","Primary 1 Body Mass Index","Raw",87.6118012080313
"South Lanarkshire","2011/12","Primary 1 Body Mass Index","Raw",87.508521083872
"South Lanarkshire","2012/13","Primary 1 Body Mass Index","Raw",86.7769119669073
"South Lanarkshire","2013/14","Primary 1 Body Mass Index","Raw",86.6421383607828
"South Lanarkshire","2014/15","Primary 1 Body Mass Index","Raw",86.1010105199358
"South Lanarkshire","2015/16","Primary 1 Body Mass Index","Raw",85.664536279483
"South Lanarkshire","2016/17","Primary 1 Body Mass Index","Raw",85.2502355112533
"South Lanarkshire","2017/18","Primary 1 Body Mass Index","Raw",84.5730863540814
"South Lanarkshire","2018/19","Primary 1 Body Mass Index","Raw",84.3205656667716
"Stirling","2009/10","Primary 1 Body Mass Index","Raw",87.1175058968486
"Stirling","2010/11","Primary 1 Body Mass Index","Raw",86.8735842665079
"Stirling","2011/12","Primary 1 Body Mass Index","Raw",86.9522514504383
"Stirling","2012/13","Primary 1 Body Mass Index","Raw",87.1081851869241
"Stirling","2013/14","Primary 1 Body Mass Index","Raw",87.4626594831912
"Stirling","2014/15","Primary 1 Body Mass Index","Raw",87.377793439851
"Stirling","2015/16","Primary 1 Body Mass Index","Raw",86.8838071564773
"Stirling","2016/17","Primary 1 Body Mass Index","Raw",86.0855302615791
"Stirling","2017/18","Primary 1 Body Mass Index","Raw",84.7538966907196
"Stirling","2018/19","Primary 1 Body Mass Index","Raw",84.080267474752
"West Dunbartonshire","2011/12","Primary 1 Body Mass Index","Raw",83.2968537880598
"West Dunbartonshire","2012/13","Primary 1 Body Mass Index","Raw",83.0262496348744
"West Dunbartonshire","2013/14","Primary 1 Body Mass Index","Raw",82.9857321953034
"West Dunbartonshire","2014/15","Primary 1 Body Mass Index","Raw",83.4826963261264
"West Dunbartonshire","2015/16","Primary 1 Body Mass Index","Raw",84.9162797449206
"West Dunbartonshire","2016/17","Primary 1 Body Mass Index","Raw",87.6360828312662
"West Dunbartonshire","2017/18","Primary 1 Body Mass Index","Raw",87.7120494771607
"West Dunbartonshire","2018/19","Primary 1 Body Mass Index","Raw",83.6667227326774
"West Lothian","2009/10","Primary 1 Body Mass Index","Raw",85.6135723746151
"West Lothian","2010/11","Primary 1 Body Mass Index","Raw",85.9417777091575
"West Lothian","2011/12","Primary 1 Body Mass Index","Raw",85.3761110111439
"West Lothian","2012/13","Primary 1 Body Mass Index","Raw",85.575373936552
"West Lothian","2013/14","Primary 1 Body Mass Index","Raw",84.9928041567745
"West Lothian","2014/15","Primary 1 Body Mass Index","Raw",84.9270729820837
"West Lothian","2015/16","Primary 1 Body Mass Index","Raw",84.0962921091371
"West Lothian","2016/17","Primary 1 Body Mass Index","Raw",83.7462882896743
"West Lothian","2017/18","Primary 1 Body Mass Index","Raw",83.5753258102737
"West Lothian","2018/19","Primary 1 Body Mass Index","Raw",84.1868969075817
"West Lothian","2019/20","Primary 1 Body Mass Index","Raw",82.6755887203973
"Scotland","2009/10","Primary 1 Body Mass Index","Raw",84.3846107211794
"Scotland","2010/11","Primary 1 Body Mass Index","Raw",84.2826503240887
"Scotland","2011/12","Primary 1 Body Mass Index","Raw",84.4455404136527
"Scotland","2012/13","Primary 1 Body Mass Index","Raw",84.2555801711828
"Scotland","2013/14","Primary 1 Body Mass Index","Raw",84.3146335277419
"Scotland","2014/15","Primary 1 Body Mass Index","Raw",84.2795744384899
"Scotland","2015/16","Primary 1 Body Mass Index","Raw",84.3112143966808
"Scotland","2016/17","Primary 1 Body Mass Index","Raw",84.1814771126208
"Scotland","2017/18","Primary 1 Body Mass Index","Raw",84.060056418732
"Scotland","2018/19","Primary 1 Body Mass Index","Raw",83.5824979244901
"Scotland","2019/20","Primary 1 Body Mass Index","Raw",82.1713732494137
