CPP,Indicator,Type,Year,value,IndicatorFullName,FG,LineType,Improvement_Rate,High is Positive?
South Lanarkshire,Healthy Birthweight,Raw data,2013/14,89.57678203237383,Healthy Birthweight,3,South Lanarkshire Raw data,0.720437715015465,Yes
Stirling,Healthy Birthweight,Raw data,2013/14,88.1392524781577,Healthy Birthweight,2,Stirling Raw data,2.7056782206630547,Yes
West Dunbartonshire,Healthy Birthweight,Raw data,2013/14,89.46140929211263,Healthy Birthweight,4,West Dunbartonshire Raw data,2.442008932359929,Yes
West Lothian,Healthy Birthweight,Raw data,2013/14,90.53762839564384,Healthy Birthweight,3,West Lothian Raw data,0.0740156691972027,Yes
Aberdeen City,Healthy Birthweight,Raw data,2014/15,90.38284580051324,Healthy Birthweight,1,Aberdeen City Raw data,1.0690975913680845,Yes
Aberdeenshire,Healthy Birthweight,Raw data,2014/15,89.98726922775204,Healthy Birthweight,1,Aberdeenshire Raw data,1.220015684214748,Yes
Angus,Healthy Birthweight,Raw data,2014/15,89.52393145190284,Healthy Birthweight,2,Angus Raw data,-0.8190269625031665,Yes
Argyll and Bute,Healthy Birthweight,Raw data,2014/15,89.364145859946575,Healthy Birthweight,2,Argyll and Bute Raw data,1.2426003431528887,Yes
Clackmannanshire,Healthy Birthweight,Raw data,2014/15,88.83928800901738,Healthy Birthweight,3,Clackmannanshire Raw data,3.112763570936461,Yes
Dumfries and Galloway,Healthy Birthweight,Raw data,2014/15,90.54539016866374,Healthy Birthweight,3,Dumfries and Galloway Raw data,1.7542762387429134,Yes
Dundee City,Healthy Birthweight,Raw data,2014/15,89.91397573941315,Healthy Birthweight,4,Dundee City Raw data,-0.33961353044814624,Yes
East Ayrshire,Healthy Birthweight,Raw data,2014/15,89.42758673061398,Healthy Birthweight,4,East Ayrshire Raw data,1.8135551852185072,Yes
East Dunbartonshire,Healthy Birthweight,Raw data,2014/15,88.95437748567342,Healthy Birthweight,1,East Dunbartonshire Raw data,1.1907873644053213,Yes
East Lothian,Healthy Birthweight,Raw data,2014/15,90.22802694775692,Healthy Birthweight,2,East Lothian Raw data,-0.8264458427748811,Yes
East Renfrewshire,Healthy Birthweight,Raw data,2014/15,89.04906307205601,Healthy Birthweight,1,East Renfrewshire Raw data,0.8710541699842977,Yes
"Edinburgh, City of",Healthy Birthweight,Raw data,2014/15,90.58506360530096,Healthy Birthweight,1,"Edinburgh, City of Raw data",1.6725776214730814,Yes
Eilean Siar,Healthy Birthweight,Raw data,2014/15,86.97763706799083,Healthy Birthweight,4,Eilean Siar Raw data,2.0407408854287157,Yes
Falkirk,Healthy Birthweight,Raw data,2014/15,89.64800062116082,Healthy Birthweight,3,Falkirk Raw data,1.6434109671430663,Yes
Fife,Healthy Birthweight,Raw data,2014/15,89.28594906144049,Healthy Birthweight,3,Fife Raw data,1.923488508739113,Yes
Glasgow City,Healthy Birthweight,Raw data,2014/15,89.79676893251742,Healthy Birthweight,4,Glasgow City Raw data,1.1906829498731675,Yes
Highland,Healthy Birthweight,Raw data,2014/15,89.68445526045913,Healthy Birthweight,2,Highland Raw data,-0.20599195977978324,Yes
Inverclyde,Healthy Birthweight,Raw data,2014/15,91.81555740324238,Healthy Birthweight,4,Inverclyde Raw data,1.397335503249364,Yes
Midlothian,Healthy Birthweight,Raw data,2014/15,89.77728017927105,Healthy Birthweight,2,Midlothian Raw data,1.3155169228428854,Yes
Moray,Healthy Birthweight,Raw data,2014/15,90.59072210554469,Healthy Birthweight,2,Moray Raw data,-0.25741798179094166,Yes
North Ayrshire,Healthy Birthweight,Raw data,2014/15,88.84168625395819,Healthy Birthweight,4,North Ayrshire Raw data,2.347753393821317,Yes
North Lanarkshire,Healthy Birthweight,Raw data,2014/15,89.40479868000979,Healthy Birthweight,4,North Lanarkshire Raw data,2.0353340088372196,Yes
Orkney Islands,Healthy Birthweight,Raw data,2014/15,89.45332870200139,Healthy Birthweight,1,Orkney Islands Raw data,-3.253346505511656,Yes
Perth and Kinross,Healthy Birthweight,Raw data,2014/15,89.15384879085764,Healthy Birthweight,1,Perth and Kinross Raw data,0.7370160908802825,Yes
Renfrewshire,Healthy Birthweight,Raw data,2014/15,90.26027887431506,Healthy Birthweight,3,Renfrewshire Raw data,2.1036811677994427,Yes
Scotland,Healthy Birthweight,Raw data,2014/15,89.81387406031091,Healthy Birthweight,NA,Scotland Raw data,1.2096270275069543,Yes
Scottish Borders,Healthy Birthweight,Raw data,2014/15,89.68708743801771,Healthy Birthweight,2,Scottish Borders Raw data,1.1347034902519981,Yes
Shetland Islands,Healthy Birthweight,Raw data,2014/15,88.97814207650272,Healthy Birthweight,1,Shetland Islands Raw data,-4.224216095571509,Yes
South Ayrshire,Healthy Birthweight,Raw data,2014/15,89.38043538662221,Healthy Birthweight,3,South Ayrshire Raw data,1.146472262725906,Yes
South Lanarkshire,Healthy Birthweight,Raw data,2014/15,89.89029693547697,Healthy Birthweight,3,South Lanarkshire Raw data,0.720437715015465,Yes
Stirling,Healthy Birthweight,Raw data,2014/15,88.15319304327937,Healthy Birthweight,2,Stirling Raw data,2.7056782206630547,Yes
West Dunbartonshire,Healthy Birthweight,Raw data,2014/15,89.52894900557709,Healthy Birthweight,4,West Dunbartonshire Raw data,2.442008932359929,Yes
West Lothian,Healthy Birthweight,Raw data,2014/15,90.56091291728733,Healthy Birthweight,3,West Lothian Raw data,0.0740156691972027,Yes
Aberdeen City,Healthy Birthweight,Raw data,2015/16,90.39441767242322,Healthy Birthweight,1,Aberdeen City Raw data,1.0690975913680845,Yes
Aberdeenshire,Healthy Birthweight,Raw data,2015/16,90.53570837890165,Healthy Birthweight,1,Aberdeenshire Raw data,1.220015684214748,Yes
Angus,Healthy Birthweight,Raw data,2015/16,90.1236780822108,Healthy Birthweight,2,Angus Raw data,-0.8190269625031665,Yes
Argyll and Bute,Healthy Birthweight,Raw data,2015/16,89.82211887243771,Healthy Birthweight,2,Argyll and Bute Raw data,1.2426003431528887,Yes
Clackmannanshire,Healthy Birthweight,Raw data,2015/16,89.80077570830996,Healthy Birthweight,3,Clackmannanshire Raw data,3.112763570936461,Yes
Dumfries and Galloway,Healthy Birthweight,Raw data,2015/16,90.77953791532828,Healthy Birthweight,3,Dumfries and Galloway Raw data,1.7542762387429134,Yes
Dundee City,Healthy Birthweight,Raw data,2015/16,89.76663224749888,Healthy Birthweight,4,Dundee City Raw data,-0.33961353044814624,Yes
East Ayrshire,Healthy Birthweight,Raw data,2015/16,89.80541548391717,Healthy Birthweight,4,East Ayrshire Raw data,1.8135551852185072,Yes
East Dunbartonshire,Healthy Birthweight,Raw data,2015/16,88.92856229345291,Healthy Birthweight,1,East Dunbartonshire Raw data,1.1907873644053213,Yes
East Lothian,Healthy Birthweight,Raw data,2015/16,90.13180167933906,Healthy Birthweight,2,East Lothian Raw data,-0.8264458427748811,Yes
East Renfrewshire,Healthy Birthweight,Raw data,2015/16,89.24744028682666,Healthy Birthweight,1,East Renfrewshire Raw data,0.8710541699842977,Yes
"Edinburgh, City of",Healthy Birthweight,Raw data,2015/16,90.72627726839498,Healthy Birthweight,1,"Edinburgh, City of Raw data",1.6725776214730814,Yes
Eilean Siar,Healthy Birthweight,Raw data,2015/16,88.4895531283093,Healthy Birthweight,4,Eilean Siar Raw data,2.0407408854287157,Yes
Falkirk,Healthy Birthweight,Raw data,2015/16,89.89072235863723,Healthy Birthweight,3,Falkirk Raw data,1.6434109671430663,Yes
Fife,Healthy Birthweight,Raw data,2015/16,89.39142068990732,Healthy Birthweight,3,Fife Raw data,1.923488508739113,Yes
Glasgow City,Healthy Birthweight,Raw data,2015/16,90.21395027809224,Healthy Birthweight,4,Glasgow City Raw data,1.1906829498731675,Yes
Highland,Healthy Birthweight,Raw data,2015/16,89.87991798311089,Healthy Birthweight,2,Highland Raw data,-0.20599195977978324,Yes
Inverclyde,Healthy Birthweight,Raw data,2015/16,91.28199598258418,Healthy Birthweight,4,Inverclyde Raw data,1.397335503249364,Yes
Midlothian,Healthy Birthweight,Raw data,2015/16,89.83965382621574,Healthy Birthweight,2,Midlothian Raw data,1.3155169228428854,Yes
Moray,Healthy Birthweight,Raw data,2015/16,89.34128444700218,Healthy Birthweight,2,Moray Raw data,-0.25741798179094166,Yes
North Ayrshire,Healthy Birthweight,Raw data,2015/16,89.3388978332846,Healthy Birthweight,4,North Ayrshire Raw data,2.347753393821317,Yes
North Lanarkshire,Healthy Birthweight,Raw data,2015/16,89.84697606873148,Healthy Birthweight,4,North Lanarkshire Raw data,2.0353340088372196,Yes
Orkney Islands,Healthy Birthweight,Raw data,2015/16,90.58432754962789,Healthy Birthweight,1,Orkney Islands Raw data,-3.253346505511656,Yes
Perth and Kinross,Healthy Birthweight,Raw data,2015/16,88.64742916785963,Healthy Birthweight,1,Perth and Kinross Raw data,0.7370160908802825,Yes
Renfrewshire,Healthy Birthweight,Raw data,2015/16,90.19051236506358,Healthy Birthweight,3,Renfrewshire Raw data,2.1036811677994427,Yes
Scotland,Healthy Birthweight,Raw data,2015/16,89.99900134571443,Healthy Birthweight,NA,Scotland Raw data,1.2096270275069543,Yes
Scottish Borders,Healthy Birthweight,Raw data,2015/16,90.11838421834534,Healthy Birthweight,2,Scottish Borders Raw data,1.1347034902519981,Yes
Shetland Islands,Healthy Birthweight,Raw data,2015/16,89.3787680545935,Healthy Birthweight,1,Shetland Islands Raw data,-4.224216095571509,Yes
South Ayrshire,Healthy Birthweight,Raw data,2015/16,88.89708917719072,Healthy Birthweight,3,South Ayrshire Raw data,1.146472262725906,Yes
South Lanarkshire,Healthy Birthweight,Raw data,2015/16,90.1684345713018,Healthy Birthweight,3,South Lanarkshire Raw data,0.720437715015465,Yes
Stirling,Healthy Birthweight,Raw data,2015/16,88.38176188311472,Healthy Birthweight,2,Stirling Raw data,2.7056782206630547,Yes
West Dunbartonshire,Healthy Birthweight,Raw data,2015/16,89.54122838990764,Healthy Birthweight,4,West Dunbartonshire Raw data,2.442008932359929,Yes
West Lothian,Healthy Birthweight,Raw data,2015/16,90.5864243723393,Healthy Birthweight,3,West Lothian Raw data,0.0740156691972027,Yes
Aberdeen City,Healthy Birthweight,Raw data,2016/17,90.56048023366206,Healthy Birthweight,1,Aberdeen City Raw data,1.0690975913680845,Yes
Aberdeenshire,Healthy Birthweight,Raw data,2016/17,90.7894969014224,Healthy Birthweight,1,Aberdeenshire Raw data,1.220015684214748,Yes
Angus,Healthy Birthweight,Raw data,2016/17,89.80969595891725,Healthy Birthweight,2,Angus Raw data,-0.8190269625031665,Yes
Argyll and Bute,Healthy Birthweight,Raw data,2016/17,91.26359357029703,Healthy Birthweight,2,Argyll and Bute Raw data,1.2426003431528887,Yes
Clackmannanshire,Healthy Birthweight,Raw data,2016/17,89.83442281235432,Healthy Birthweight,3,Clackmannanshire Raw data,3.112763570936461,Yes
Dumfries and Galloway,Healthy Birthweight,Raw data,2016/17,89.84159934569266,Healthy Birthweight,3,Dumfries and Galloway Raw data,1.7542762387429134,Yes
Dundee City,Healthy Birthweight,Raw data,2016/17,90.21198743875571,Healthy Birthweight,4,Dundee City Raw data,-0.33961353044814624,Yes
East Ayrshire,Healthy Birthweight,Raw data,2016/17,90.20654950483542,Healthy Birthweight,4,East Ayrshire Raw data,1.8135551852185072,Yes
East Dunbartonshire,Healthy Birthweight,Raw data,2016/17,89.81249186899534,Healthy Birthweight,1,East Dunbartonshire Raw data,1.1907873644053213,Yes
East Lothian,Healthy Birthweight,Raw data,2016/17,89.66208809014877,Healthy Birthweight,2,East Lothian Raw data,-0.8264458427748811,Yes
East Renfrewshire,Healthy Birthweight,Raw data,2016/17,90.1034728100334,Healthy Birthweight,1,East Renfrewshire Raw data,0.8710541699842977,Yes
"Edinburgh, City of",Healthy Birthweight,Raw data,2016/17,90.4079052759958,Healthy Birthweight,1,"Edinburgh, City of Raw data",1.6725776214730814,Yes
Eilean Siar,Healthy Birthweight,Raw data,2016/17,88.72638763297859,Healthy Birthweight,4,Eilean Siar Raw data,2.0407408854287157,Yes
Falkirk,Healthy Birthweight,Raw data,2016/17,90.3708718678312,Healthy Birthweight,3,Falkirk Raw data,1.6434109671430663,Yes
Fife,Healthy Birthweight,Raw data,2016/17,89.33718709634734,Healthy Birthweight,3,Fife Raw data,1.923488508739113,Yes
Glasgow City,Healthy Birthweight,Raw data,2016/17,90.22927314535772,Healthy Birthweight,4,Glasgow City Raw data,1.1906829498731675,Yes
Highland,Healthy Birthweight,Raw data,2016/17,89.91107063108598,Healthy Birthweight,2,Highland Raw data,-0.20599195977978324,Yes
Inverclyde,Healthy Birthweight,Raw data,2016/17,91.391859335936,Healthy Birthweight,4,Inverclyde Raw data,1.397335503249364,Yes
Midlothian,Healthy Birthweight,Raw data,2016/17,89.69085994121365,Healthy Birthweight,2,Midlothian Raw data,1.3155169228428854,Yes
Moray,Healthy Birthweight,Raw data,2016/17,89.00566423545656,Healthy Birthweight,2,Moray Raw data,-0.25741798179094166,Yes
North Ayrshire,Healthy Birthweight,Raw data,2016/17,89.69478240521444,Healthy Birthweight,4,North Ayrshire Raw data,2.347753393821317,Yes
North Lanarkshire,Healthy Birthweight,Raw data,2016/17,89.82757756474649,Healthy Birthweight,4,North Lanarkshire Raw data,2.0353340088372196,Yes
Orkney Islands,Healthy Birthweight,Raw data,2016/17,90.91391556460913,Healthy Birthweight,1,Orkney Islands Raw data,-3.253346505511656,Yes
Perth and Kinross,Healthy Birthweight,Raw data,2016/17,88.79101122516958,Healthy Birthweight,1,Perth and Kinross Raw data,0.7370160908802825,Yes
Renfrewshire,Healthy Birthweight,Raw data,2016/17,89.8287092470021,Healthy Birthweight,3,Renfrewshire Raw data,2.1036811677994427,Yes
Scotland,Healthy Birthweight,Raw data,2016/17,90.02950296526753,Healthy Birthweight,NA,Scotland Raw data,1.2096270275069543,Yes
Scottish Borders,Healthy Birthweight,Raw data,2016/17,90.82738109258928,Healthy Birthweight,2,Scottish Borders Raw data,1.1347034902519981,Yes
Shetland Islands,Healthy Birthweight,Raw data,2016/17,88.61157228739773,Healthy Birthweight,1,Shetland Islands Raw data,-4.224216095571509,Yes
South Ayrshire,Healthy Birthweight,Raw data,2016/17,88.97995730101037,Healthy Birthweight,3,South Ayrshire Raw data,1.146472262725906,Yes
South Lanarkshire,Healthy Birthweight,Raw data,2016/17,90.13091348115154,Healthy Birthweight,3,South Lanarkshire Raw data,0.720437715015465,Yes
Stirling,Healthy Birthweight,Raw data,2016/17,89.33022029150045,Healthy Birthweight,2,Stirling Raw data,2.7056782206630547,Yes
West Dunbartonshire,Healthy Birthweight,Raw data,2016/17,90.0539886239892,Healthy Birthweight,4,West Dunbartonshire Raw data,2.442008932359929,Yes
West Lothian,Healthy Birthweight,Raw data,2016/17,89.83717636364365,Healthy Birthweight,3,West Lothian Raw data,0.0740156691972027,Yes
Aberdeen City,Healthy Birthweight,Raw data,2017/18,90.6953952745098,Healthy Birthweight,1,Aberdeen City Raw data,1.0690975913680845,Yes
Aberdeenshire,Healthy Birthweight,Raw data,2017/18,91.05027825180066,Healthy Birthweight,1,Aberdeenshire Raw data,1.220015684214748,Yes
Angus,Healthy Birthweight,Raw data,2017/18,89.4824676316889,Healthy Birthweight,2,Angus Raw data,-0.8190269625031665,Yes
Argyll and Bute,Healthy Birthweight,Raw data,2017/18,90.26334199797,Healthy Birthweight,2,Argyll and Bute Raw data,1.2426003431528887,Yes
Clackmannanshire,Healthy Birthweight,Raw data,2017/18,89.97164236363636,Healthy Birthweight,3,Clackmannanshire Raw data,3.112763570936461,Yes
Dumfries and Galloway,Healthy Birthweight,Raw data,2017/18,89.6471576254889,Healthy Birthweight,3,Dumfries and Galloway Raw data,1.7542762387429134,Yes
Dundee City,Healthy Birthweight,Raw data,2017/18,90.45820401524752,Healthy Birthweight,4,Dundee City Raw data,-0.33961353044814624,Yes
East Ayrshire,Healthy Birthweight,Raw data,2017/18,90.7059243705292,Healthy Birthweight,4,East Ayrshire Raw data,1.8135551852185072,Yes
East Dunbartonshire,Healthy Birthweight,Raw data,2017/18,90.13345041385496,Healthy Birthweight,1,East Dunbartonshire Raw data,1.1907873644053213,Yes
East Lothian,Healthy Birthweight,Raw data,2017/18,88.94700512266606,Healthy Birthweight,2,East Lothian Raw data,-0.8264458427748811,Yes
East Renfrewshire,Healthy Birthweight,Raw data,2017/18,89.76262841714441,Healthy Birthweight,1,East Renfrewshire Raw data,0.8710541699842977,Yes
"Edinburgh, City of",Healthy Birthweight,Raw data,2017/18,90.63504720031388,Healthy Birthweight,1,"Edinburgh, City of Raw data",1.6725776214730814,Yes
Eilean Siar,Healthy Birthweight,Raw data,2017/18,89.41505039379676,Healthy Birthweight,4,Eilean Siar Raw data,2.0407408854287157,Yes
Falkirk,Healthy Birthweight,Raw data,2017/18,90.45298304712348,Healthy Birthweight,3,Falkirk Raw data,1.6434109671430663,Yes
Fife,Healthy Birthweight,Raw data,2017/18,89.33838432131797,Healthy Birthweight,3,Fife Raw data,1.923488508739113,Yes
Glasgow City,Healthy Birthweight,Raw data,2017/18,90.1513545761308,Healthy Birthweight,4,Glasgow City Raw data,1.1906829498731675,Yes
Highland,Healthy Birthweight,Raw data,2017/18,90.13946462568695,Healthy Birthweight,2,Highland Raw data,-0.20599195977978324,Yes
Inverclyde,Healthy Birthweight,Raw data,2017/18,91.44525537857524,Healthy Birthweight,4,Inverclyde Raw data,1.397335503249364,Yes
Midlothian,Healthy Birthweight,Raw data,2017/18,89.43148904192576,Healthy Birthweight,2,Midlothian Raw data,1.3155169228428854,Yes
Moray,Healthy Birthweight,Raw data,2017/18,89.44194968173106,Healthy Birthweight,2,Moray Raw data,-0.25741798179094166,Yes
North Ayrshire,Healthy Birthweight,Raw data,2017/18,89.93460849460224,Healthy Birthweight,4,North Ayrshire Raw data,2.347753393821317,Yes
North Lanarkshire,Healthy Birthweight,Raw data,2017/18,90.48705863499936,Healthy Birthweight,4,North Lanarkshire Raw data,2.0353340088372196,Yes
Orkney Islands,Healthy Birthweight,Raw data,2017/18,89.34574647507252,Healthy Birthweight,1,Orkney Islands Raw data,-3.253346505511656,Yes
Perth and Kinross,Healthy Birthweight,Raw data,2017/18,89.22570437452013,Healthy Birthweight,1,Perth and Kinross Raw data,0.7370160908802825,Yes
Renfrewshire,Healthy Birthweight,Raw data,2017/18,88.92107212680446,Healthy Birthweight,3,Renfrewshire Raw data,2.1036811677994427,Yes
Scotland,Healthy Birthweight,Raw data,2017/18,90.06299388274304,Healthy Birthweight,NA,Scotland Raw data,1.2096270275069543,Yes
Scottish Borders,Healthy Birthweight,Raw data,2017/18,90.6957316704952,Healthy Birthweight,2,Scottish Borders Raw data,1.1347034902519981,Yes
Shetland Islands,Healthy Birthweight,Raw data,2017/18,87.04558127821848,Healthy Birthweight,1,Shetland Islands Raw data,-4.224216095571509,Yes
South Ayrshire,Healthy Birthweight,Raw data,2017/18,88.80658883574137,Healthy Birthweight,3,South Ayrshire Raw data,1.146472262725906,Yes
South Lanarkshire,Healthy Birthweight,Raw data,2017/18,89.91159427138332,Healthy Birthweight,3,South Lanarkshire Raw data,0.720437715015465,Yes
Stirling,Healthy Birthweight,Raw data,2017/18,90.26542623843922,Healthy Birthweight,2,Stirling Raw data,2.7056782206630547,Yes
West Dunbartonshire,Healthy Birthweight,Raw data,2017/18,90.3748823302804,Healthy Birthweight,4,West Dunbartonshire Raw data,2.442008932359929,Yes
