CPP,Indicator,Type,Year,value,IndicatorFullName,FG,LineType,Improvement_Rate,High is Positive?
"Edinburgh, City of",Dwelling Fires,Raw data,2016/17,114.55724904864246,Dwelling Fires,1,"Edinburgh, City of Raw data",-49.065943383646115,No
Eilean Siar,Dwelling Fires,Raw data,2016/17,85.50185873605948,Dwelling Fires,4,Eilean Siar Raw data,-17.539912620597285,No
Falkirk,Dwelling Fires,Raw data,2016/17,72.78203036767474,Dwelling Fires,3,Falkirk Raw data,-0.3284896307618079,No
Fife,Dwelling Fires,Raw data,2016/17,73.17797639942754,Dwelling Fires,3,Fife Raw data,-29.267135462429817,No
Glasgow City,Dwelling Fires,Raw data,2016/17,151.03971905636757,Dwelling Fires,4,Glasgow City Raw data,-37.25271632397673,No
Highland,Dwelling Fires,Raw data,2016/17,68.57775695361417,Dwelling Fires,2,Highland Raw data,-18.8229595555235,No
Inverclyde,Dwelling Fires,Raw data,2016/17,165.48762001010613,Dwelling Fires,4,Inverclyde Raw data,-37.23872468682756,No
Midlothian,Dwelling Fires,Raw data,2016/17,88.02618214648459,Dwelling Fires,2,Midlothian Raw data,-11.566929392849556,No
Moray,Dwelling Fires,Raw data,2016/17,57.249921931924646,Dwelling Fires,2,Moray Raw data,6.683937899994397,No
North Ayrshire,Dwelling Fires,Raw data,2016/17,122.15762749282509,Dwelling Fires,4,North Ayrshire Raw data,-3.6992562257932127,No
North Lanarkshire,Dwelling Fires,Raw data,2016/17,104.01013583193377,Dwelling Fires,4,North Lanarkshire Raw data,-30.061122073322032,No
Orkney Islands,Dwelling Fires,Raw data,2016/17,32.036613272311214,Dwelling Fires,1,Orkney Islands Raw data,-10.673551863493525,No
Perth and Kinross,Dwelling Fires,Raw data,2016/17,96.89408016989648,Dwelling Fires,1,Perth and Kinross Raw data,-15.242730621178636,No
Renfrewshire,Dwelling Fires,Raw data,2016/17,116.52361734780878,Dwelling Fires,3,Renfrewshire Raw data,-33.76203397408973,No
Scotland,Dwelling Fires,Raw data,2016/17,102.48487427609304,Dwelling Fires,NA,Scotland Raw data,-30.5842090361491,No
Scottish Borders,Dwelling Fires,Raw data,2016/17,79.45516458569807,Dwelling Fires,2,Scottish Borders Raw data,-9.926885644748463,No
Shetland Islands,Dwelling Fires,Raw data,2016/17,38.79310344827586,Dwelling Fires,1,Shetland Islands Raw data,10.34922658966293,No
South Ayrshire,Dwelling Fires,Raw data,2016/17,86.2452209478083,Dwelling Fires,3,South Ayrshire Raw data,0.635744482396472,No
South Lanarkshire,Dwelling Fires,Raw data,2016/17,78.52412488174078,Dwelling Fires,3,South Lanarkshire Raw data,-27.361397794717423,No
Stirling,Dwelling Fires,Raw data,2016/17,90.66666666666666,Dwelling Fires,2,Stirling Raw data,-49.687050976679146,No
West Dunbartonshire,Dwelling Fires,Raw data,2016/17,159.1364344535945,Dwelling Fires,4,West Dunbartonshire Raw data,-32.043269377461556,No
West Lothian,Dwelling Fires,Raw data,2016/17,75.50102703602953,Dwelling Fires,3,West Lothian Raw data,-46.17788513682666,No
Aberdeen City,Dwelling Fires,Raw data,2017/18,121.06643356643356,Dwelling Fires,1,Aberdeen City Raw data,-32.419234842063794,No
Aberdeenshire,Dwelling Fires,Raw data,2017/18,64.171122994652407,Dwelling Fires,1,Aberdeenshire Raw data,-24.04669084195785,No
Angus,Dwelling Fires,Raw data,2017/18,68.79944960440316,Dwelling Fires,2,Angus Raw data,-16.187228853401326,No
Argyll and Bute,Dwelling Fires,Raw data,2017/18,100.21886879391774,Dwelling Fires,2,Argyll and Bute Raw data,7.084494449308054,No
Clackmannanshire,Dwelling Fires,Raw data,2017/18,99.12536443148689,Dwelling Fires,3,Clackmannanshire Raw data,27.753072527933085,No
Dumfries and Galloway,Dwelling Fires,Raw data,2017/18,69.70509383378017,Dwelling Fires,3,Dumfries and Galloway Raw data,-26.474787676629298,No
Dundee City,Dwelling Fires,Raw data,2017/18,143.90424315782394,Dwelling Fires,4,Dundee City Raw data,-44.904410032307105,No
East Ayrshire,Dwelling Fires,Raw data,2017/18,71.34656388387731,Dwelling Fires,4,East Ayrshire Raw data,-17.69827587724008,No
East Dunbartonshire,Dwelling Fires,Raw data,2017/18,61.96245260334782,Dwelling Fires,1,East Dunbartonshire Raw data,-15.029896162820833,No
East Lothian,Dwelling Fires,Raw data,2017/18,72.4914154902709,Dwelling Fires,2,East Lothian Raw data,-47.82026987576866,No
East Renfrewshire,Dwelling Fires,Raw data,2017/18,88.64499788940482,Dwelling Fires,1,East Renfrewshire Raw data,38.047668271747106,No
"Edinburgh, City of",Dwelling Fires,Raw data,2017/18,102.4921572066016,Dwelling Fires,1,"Edinburgh, City of Raw data",-49.065943383646115,No
Eilean Siar,Dwelling Fires,Raw data,2017/18,63.07977736549165,Dwelling Fires,4,Eilean Siar Raw data,-17.539912620597285,No
Falkirk,Dwelling Fires,Raw data,2017/18,76.18809717104853,Dwelling Fires,3,Falkirk Raw data,-0.3284896307618079,No
Fife,Dwelling Fires,Raw data,2017/18,81.85024635847178,Dwelling Fires,3,Fife Raw data,-29.267135462429817,No
Glasgow City,Dwelling Fires,Raw data,2017/18,154.90644423690057,Dwelling Fires,4,Glasgow City Raw data,-37.25271632397673,No
Highland,Dwelling Fires,Raw data,2017/18,65.05655242792754,Dwelling Fires,2,Highland Raw data,-18.8229595555235,No
Inverclyde,Dwelling Fires,Raw data,2017/18,130.77704418486542,Dwelling Fires,4,Inverclyde Raw data,-37.23872468682756,No
Midlothian,Dwelling Fires,Raw data,2017/18,77.7000777000777,Dwelling Fires,2,Midlothian Raw data,-11.566929392849556,No
Moray,Dwelling Fires,Raw data,2017/18,40.71831280016705,Dwelling Fires,2,Moray Raw data,6.683937899994397,No
North Ayrshire,Dwelling Fires,Raw data,2017/18,119.30186317107298,Dwelling Fires,4,North Ayrshire Raw data,-3.6992562257932127,No
North Lanarkshire,Dwelling Fires,Raw data,2017/18,90.30474173432168,Dwelling Fires,4,North Lanarkshire Raw data,-30.061122073322032,No
Orkney Islands,Dwelling Fires,Raw data,2017/18,31.81818181818182,Dwelling Fires,1,Orkney Islands Raw data,-10.673551863493525,No
Perth and Kinross,Dwelling Fires,Raw data,2017/18,76.77035076108537,Dwelling Fires,1,Perth and Kinross Raw data,-15.242730621178636,No
Renfrewshire,Dwelling Fires,Raw data,2017/18,126.10982299383588,Dwelling Fires,3,Renfrewshire Raw data,-33.76203397408973,No
Scotland,Dwelling Fires,Raw data,2017/18,98.0128299660817,Dwelling Fires,NA,Scotland Raw data,-30.5842090361491,No
Scottish Borders,Dwelling Fires,Raw data,2017/18,86.9414014953921,Dwelling Fires,2,Scottish Borders Raw data,-9.926885644748463,No
Shetland Islands,Dwelling Fires,Raw data,2017/18,56.32582322357019,Dwelling Fires,1,Shetland Islands Raw data,10.34922658966293,No
South Ayrshire,Dwelling Fires,Raw data,2017/18,94.07170749023784,Dwelling Fires,3,South Ayrshire Raw data,0.635744482396472,No
South Lanarkshire,Dwelling Fires,Raw data,2017/18,87.37467391645976,Dwelling Fires,3,South Lanarkshire Raw data,-27.361397794717423,No
Stirling,Dwelling Fires,Raw data,2017/18,92.5531914893617,Dwelling Fires,2,Stirling Raw data,-49.687050976679146,No
West Dunbartonshire,Dwelling Fires,Raw data,2017/18,176.3196071866979,Dwelling Fires,4,West Dunbartonshire Raw data,-32.043269377461556,No
West Lothian,Dwelling Fires,Raw data,2017/18,93.21052341293915,Dwelling Fires,3,West Lothian Raw data,-46.17788513682666,No
Aberdeen City,Dwelling Fires,Raw data,2018/19,126.9994726665495,Dwelling Fires,1,Aberdeen City Raw data,-32.419234842063794,No
Aberdeenshire,Dwelling Fires,Raw data,2018/19,65.017019160898,Dwelling Fires,1,Aberdeenshire Raw data,-24.04669084195785,No
Angus,Dwelling Fires,Raw data,2018/19,71.52705963460876,Dwelling Fires,2,Angus Raw data,-16.187228853401326,No
Argyll and Bute,Dwelling Fires,Raw data,2018/19,105.49501507071643,Dwelling Fires,2,Argyll and Bute Raw data,7.084494449308054,No
Clackmannanshire,Dwelling Fires,Raw data,2018/19,89.49416342412451,Dwelling Fires,3,Clackmannanshire Raw data,27.753072527933085,No
Dumfries and Galloway,Dwelling Fires,Raw data,2018/19,56.45540694939176,Dwelling Fires,3,Dumfries and Galloway Raw data,-26.474787676629298,No
Dundee City,Dwelling Fires,Raw data,2018/19,137.14285714285714,Dwelling Fires,4,Dundee City Raw data,-44.904410032307105,No
East Ayrshire,Dwelling Fires,Raw data,2018/19,72.22586999343402,Dwelling Fires,4,East Ayrshire Raw data,-17.69827587724008,No
East Dunbartonshire,Dwelling Fires,Raw data,2018/19,64.6173728422413,Dwelling Fires,1,East Dunbartonshire Raw data,-15.029896162820833,No
East Lothian,Dwelling Fires,Raw data,2018/19,70.89516967577275,Dwelling Fires,2,East Lothian Raw data,-47.82026987576866,No
East Renfrewshire,Dwelling Fires,Raw data,2018/19,63.04507723021961,Dwelling Fires,1,East Renfrewshire Raw data,38.047668271747106,No
"Edinburgh, City of",Dwelling Fires,Raw data,2018/19,98.36065573770492,Dwelling Fires,1,"Edinburgh, City of Raw data",-49.065943383646115,No
Eilean Siar,Dwelling Fires,Raw data,2018/19,85.72493477450615,Dwelling Fires,4,Eilean Siar Raw data,-17.539912620597285,No
Falkirk,Dwelling Fires,Raw data,2018/19,78.5830111014095,Dwelling Fires,3,Falkirk Raw data,-0.3284896307618079,No
Fife,Dwelling Fires,Raw data,2018/19,71.79156247479229,Dwelling Fires,3,Fife Raw data,-29.267135462429817,No
Glasgow City,Dwelling Fires,Raw data,2018/19,142.8776679810348,Dwelling Fires,4,Glasgow City Raw data,-37.25271632397673,No
Highland,Dwelling Fires,Raw data,2018/19,64.10800713254649,Dwelling Fires,2,Highland Raw data,-18.8229595555235,No
Inverclyde,Dwelling Fires,Raw data,2018/19,117.72232885476647,Dwelling Fires,4,Inverclyde Raw data,-37.23872468682756,No
Midlothian,Dwelling Fires,Raw data,2018/19,62.40420407269543,Dwelling Fires,2,Midlothian Raw data,-11.566929392849556,No
Moray,Dwelling Fires,Raw data,2018/19,60.72026800670017,Dwelling Fires,2,Moray Raw data,6.683937899994397,No
North Ayrshire,Dwelling Fires,Raw data,2018/19,133.05736250739207,Dwelling Fires,4,North Ayrshire Raw data,-3.6992562257932127,No
North Lanarkshire,Dwelling Fires,Raw data,2018/19,100.82897289670174,Dwelling Fires,4,North Lanarkshire Raw data,-30.061122073322032,No
Orkney Islands,Dwelling Fires,Raw data,2018/19,31.54574132492114,Dwelling Fires,1,Orkney Islands Raw data,-10.673551863493525,No
Perth and Kinross,Dwelling Fires,Raw data,2018/19,74.69099081234715,Dwelling Fires,1,Perth and Kinross Raw data,-15.242730621178636,No
Renfrewshire,Dwelling Fires,Raw data,2018/19,123.74149277237191,Dwelling Fires,3,Renfrewshire Raw data,-33.76203397408973,No
Scotland,Dwelling Fires,Raw data,2018/19,94.4631396995274,Dwelling Fires,NA,Scotland Raw data,-30.5842090361491,No
Scottish Borders,Dwelling Fires,Raw data,2018/19,90.22295480176976,Dwelling Fires,2,Scottish Borders Raw data,-9.926885644748463,No
Shetland Islands,Dwelling Fires,Raw data,2018/19,17.398869073510223,Dwelling Fires,1,Shetland Islands Raw data,10.34922658966293,No
South Ayrshire,Dwelling Fires,Raw data,2018/19,84.40693025322079,Dwelling Fires,3,South Ayrshire Raw data,0.635744482396472,No
South Lanarkshire,Dwelling Fires,Raw data,2018/19,81.18613253087581,Dwelling Fires,3,South Lanarkshire Raw data,-27.361397794717423,No
Stirling,Dwelling Fires,Raw data,2018/19,73.14746104102618,Dwelling Fires,2,Stirling Raw data,-49.687050976679146,No
West Dunbartonshire,Dwelling Fires,Raw data,2018/19,162.68372040839225,Dwelling Fires,4,West Dunbartonshire Raw data,-32.043269377461556,No
West Lothian,Dwelling Fires,Raw data,2018/19,87.29548698803119,Dwelling Fires,3,West Lothian Raw data,-46.17788513682666,No
Aberdeen City,Dwelling Fires,Raw data,2019/20,127.25762015130977,Dwelling Fires,1,Aberdeen City Raw data,-32.419234842063794,No
Aberdeenshire,Dwelling Fires,Raw data,2019/20,63.93323379656216,Dwelling Fires,1,Aberdeenshire Raw data,-24.04669084195785,No
Angus,Dwelling Fires,Raw data,2019/20,76.592082616179,Dwelling Fires,2,Angus Raw data,-16.187228853401326,No
Argyll and Bute,Dwelling Fires,Raw data,2019/20,102.4804937696518,Dwelling Fires,2,Argyll and Bute Raw data,7.084494449308054,No
Clackmannanshire,Dwelling Fires,Raw data,2019/20,97.01202949165696,Dwelling Fires,3,Clackmannanshire Raw data,27.753072527933085,No
Dumfries and Galloway,Dwelling Fires,Raw data,2019/20,65.83366921940078,Dwelling Fires,3,Dumfries and Galloway Raw data,-26.474787676629298,No
Dundee City,Dwelling Fires,Raw data,2019/20,125.23439592820787,Dwelling Fires,4,Dundee City Raw data,-44.904410032307105,No
East Ayrshire,Dwelling Fires,Raw data,2019/20,87.69772969428735,Dwelling Fires,4,East Ayrshire Raw data,-17.69827587724008,No
East Dunbartonshire,Dwelling Fires,Raw data,2019/20,64.43298969072166,Dwelling Fires,1,East Dunbartonshire Raw data,-15.029896162820833,No
East Lothian,Dwelling Fires,Raw data,2019/20,55.09384629750677,Dwelling Fires,2,East Lothian Raw data,-47.82026987576866,No
East Renfrewshire,Dwelling Fires,Raw data,2019/20,70.13503611430964,Dwelling Fires,1,East Renfrewshire Raw data,38.047668271747106,No
"Edinburgh, City of",Dwelling Fires,Raw data,2019/20,92.01226830244032,Dwelling Fires,1,"Edinburgh, City of Raw data",-49.065943383646115,No
Eilean Siar,Dwelling Fires,Raw data,2019/20,74.8502994011976,Dwelling Fires,4,Eilean Siar Raw data,-17.539912620597285,No
Falkirk,Dwelling Fires,Raw data,2019/20,72.72049226179378,Dwelling Fires,3,Falkirk Raw data,-0.3284896307618079,No
Fife,Dwelling Fires,Raw data,2019/20,63.17762013117387,Dwelling Fires,3,Fife Raw data,-29.267135462429817,No
Glasgow City,Dwelling Fires,Raw data,2019/20,142.6269901440485,Dwelling Fires,4,Glasgow City Raw data,-37.25271632397673,No
Highland,Dwelling Fires,Raw data,2019/20,51.30814569817242,Dwelling Fires,2,Highland Raw data,-18.8229595555235,No
Inverclyde,Dwelling Fires,Raw data,2019/20,114.39588688946014,Dwelling Fires,4,Inverclyde Raw data,-37.23872468682756,No
Midlothian,Dwelling Fires,Raw data,2019/20,80.0346095608912,Dwelling Fires,2,Midlothian Raw data,-11.566929392849556,No
Moray,Dwelling Fires,Raw data,2019/20,85.57712377374243,Dwelling Fires,2,Moray Raw data,6.683937899994397,No
North Ayrshire,Dwelling Fires,Raw data,2019/20,124.68457770521005,Dwelling Fires,4,North Ayrshire Raw data,-3.6992562257932127,No
North Lanarkshire,Dwelling Fires,Raw data,2019/20,80.85068986729942,Dwelling Fires,4,North Lanarkshire Raw data,-30.061122073322032,No
Orkney Islands,Dwelling Fires,Raw data,2019/20,49.39380332285585,Dwelling Fires,1,Orkney Islands Raw data,-10.673551863493525,No
Perth and Kinross,Dwelling Fires,Raw data,2019/20,72.3922342875946,Dwelling Fires,1,Perth and Kinross Raw data,-15.242730621178636,No
Renfrewshire,Dwelling Fires,Raw data,2019/20,91.56895589056394,Dwelling Fires,3,Renfrewshire Raw data,-33.76203397408973,No
Scotland,Dwelling Fires,Raw data,2019/20,89.45143045412114,Dwelling Fires,NA,Scotland Raw data,-30.5842090361491,No
Scottish Borders,Dwelling Fires,Raw data,2019/20,89.16976885118171,Dwelling Fires,2,Scottish Borders Raw data,-9.926885644748463,No
Shetland Islands,Dwelling Fires,Raw data,2019/20,52.356020942408385,Dwelling Fires,1,Shetland Islands Raw data,10.34922658966293,No
South Ayrshire,Dwelling Fires,Raw data,2019/20,87.91403960571886,Dwelling Fires,3,South Ayrshire Raw data,0.635744482396472,No
South Lanarkshire,Dwelling Fires,Raw data,2019/20,77.37185286868623,Dwelling Fires,3,South Lanarkshire Raw data,-27.361397794717423,No
Stirling,Dwelling Fires,Raw data,2019/20,54.13438063899799,Dwelling Fires,2,Stirling Raw data,-49.687050976679146,No
West Dunbartonshire,Dwelling Fires,Raw data,2019/20,129.31519172382772,Dwelling Fires,4,West Dunbartonshire Raw data,-32.043269377461556,No
West Lothian,Dwelling Fires,Raw data,2019/20,71.54560349535772,Dwelling Fires,3,West Lothian Raw data,-46.17788513682666,No
Aberdeen City,Unplanned Hospital Attendances,Imputed,2008/09,22945.242067212028,Unplanned Hospital Attendances,1,Aberdeen City Imputed,-9.837389046969214,No
Aberdeenshire,Unplanned Hospital Attendances,Imputed,2008/09,10932.71167938981,Unplanned Hospital Attendances,1,Aberdeenshire Imputed,3.1906843081412006,No
Angus,Unplanned Hospital Attendances,Imputed,2008/09,7018.346657790913,Unplanned Hospital Attendances,2,Angus Imputed,44.24290994878044,No
Argyll and Bute,Unplanned Hospital Attendances,Imputed,2008/09,6560.595802301964,Unplanned Hospital Attendances,2,Argyll and Bute Imputed,134.71301074259557,No
Clackmannanshire,Unplanned Hospital Attendances,Imputed,2008/09,22567.685510762614,Unplanned Hospital Attendances,3,Clackmannanshire Imputed,-15.896080512110466,No
Dumfries and Galloway,Unplanned Hospital Attendances,Imputed,2008/09,28526.495343490904,Unplanned Hospital Attendances,3,Dumfries and Galloway Imputed,9.567079099474807,No
Dundee City,Unplanned Hospital Attendances,Imputed,2008/09,17805.457722834104,Unplanned Hospital Attendances,4,Dundee City Imputed,14.846047308978626,No
East Ayrshire,Unplanned Hospital Attendances,Imputed,2008/09,30237.94808893822,Unplanned Hospital Attendances,4,East Ayrshire Imputed,4.935239205276765,No
East Dunbartonshire,Unplanned Hospital Attendances,Imputed,2008/09,27905.31199047106,Unplanned Hospital Attendances,1,East Dunbartonshire Imputed,-31.459512840636318,No
East Lothian,Unplanned Hospital Attendances,Imputed,2008/09,19889.361202163414,Unplanned Hospital Attendances,2,East Lothian Imputed,17.289244837384544,No
East Renfrewshire,Unplanned Hospital Attendances,Imputed,2008/09,24516.834517560783,Unplanned Hospital Attendances,1,East Renfrewshire Imputed,-12.113654772218885,No
"Edinburgh, City of",Unplanned Hospital Attendances,Imputed,2008/09,20476.568571299445,Unplanned Hospital Attendances,1,"Edinburgh, City of Imputed",1.8674171187772703,No
Eilean Siar,Unplanned Hospital Attendances,Imputed,2008/09,21115.910634367563,Unplanned Hospital Attendances,4,Eilean Siar Imputed,16.356863533821286,No
Falkirk,Unplanned Hospital Attendances,Imputed,2008/09,13444.662812054476,Unplanned Hospital Attendances,3,Falkirk Imputed,86.48475968134836,No
Fife,Unplanned Hospital Attendances,Imputed,2008/09,20115.06291933273,Unplanned Hospital Attendances,3,Fife Imputed,-1.159348461807297,No
Glasgow City,Unplanned Hospital Attendances,Imputed,2008/09,37357.37946264262,Unplanned Hospital Attendances,4,Glasgow City Imputed,-25.16459094948871,No
Highland,Unplanned Hospital Attendances,Imputed,2008/09,10948.195282389235,Unplanned Hospital Attendances,2,Highland Imputed,92.31950925923317,No
Inverclyde,Unplanned Hospital Attendances,Imputed,2008/09,37152.52222930709,Unplanned Hospital Attendances,4,Inverclyde Imputed,8.565452972061681,No
Midlothian,Unplanned Hospital Attendances,Imputed,2008/09,24880.84607808428,Unplanned Hospital Attendances,2,Midlothian Imputed,22.23584265237706,No
Moray,Unplanned Hospital Attendances,Imputed,2008/09,20448.47905324428,Unplanned Hospital Attendances,2,Moray Imputed,30.272792676837778,No
North Ayrshire,Unplanned Hospital Attendances,Imputed,2008/09,27801.053874408473,Unplanned Hospital Attendances,4,North Ayrshire Imputed,8.21234136686213,No
North Lanarkshire,Unplanned Hospital Attendances,Imputed,2008/09,33503.39380546784,Unplanned Hospital Attendances,4,North Lanarkshire Imputed,7.321084759765073,No
Orkney Islands,Unplanned Hospital Attendances,Imputed,2008/09,18040.220637496903,Unplanned Hospital Attendances,1,Orkney Islands Imputed,59.88579396888185,No
Perth and Kinross,Unplanned Hospital Attendances,Imputed,2008/09,16704.27701044587,Unplanned Hospital Attendances,1,Perth and Kinross Imputed,12.305321387830181,No
Renfrewshire,Unplanned Hospital Attendances,Imputed,2008/09,34983.29201852749,Unplanned Hospital Attendances,3,Renfrewshire Imputed,-3.664204572392482,No
Scotland,Unplanned Hospital Attendances,Imputed,2008/09,26180.280469758934,Unplanned Hospital Attendances,NA,Scotland Imputed,-1.9693118241697172,No
Scottish Borders,Unplanned Hospital Attendances,Imputed,2008/09,18326.964112666064,Unplanned Hospital Attendances,2,Scottish Borders Imputed,49.043606875657765,No
Shetland Islands,Unplanned Hospital Attendances,Imputed,2008/09,33905.85765494511,Unplanned Hospital Attendances,1,Shetland Islands Imputed,-10.397750949175622,No
South Ayrshire,Unplanned Hospital Attendances,Imputed,2008/09,31449.633899198205,Unplanned Hospital Attendances,3,South Ayrshire Imputed,-0.9459653351162611,No
South Lanarkshire,Unplanned Hospital Attendances,Imputed,2008/09,29114.112951953804,Unplanned Hospital Attendances,3,South Lanarkshire Imputed,9.713837540193303,No
Stirling,Unplanned Hospital Attendances,Imputed,2008/09,25242.865605342813,Unplanned Hospital Attendances,2,Stirling Imputed,-38.16869510260602,No
West Dunbartonshire,Unplanned Hospital Attendances,Imputed,2008/09,20508.215444406473,Unplanned Hospital Attendances,4,West Dunbartonshire Imputed,9.052527027653245,No
West Lothian,Unplanned Hospital Attendances,Imputed,2008/09,25681.67835444846,Unplanned Hospital Attendances,3,West Lothian Imputed,20.043057516296493,No
Aberdeen City,Unplanned Hospital Attendances,Imputed,2009/10,22640.6719972569,Unplanned Hospital Attendances,1,Aberdeen City Imputed,-9.837389046969214,No
Aberdeenshire,Unplanned Hospital Attendances,Imputed,2009/10,10856.457005157092,Unplanned Hospital Attendances,1,Aberdeenshire Imputed,3.1906843081412006,No
Angus,Unplanned Hospital Attendances,Imputed,2009/10,7212.408395187794,Unplanned Hospital Attendances,2,Angus Imputed,44.24290994878044,No
Argyll and Bute,Unplanned Hospital Attendances,Imputed,2009/10,6560.595802301964,Unplanned Hospital Attendances,2,Argyll and Bute Imputed,134.71301074259557,No
Clackmannanshire,Unplanned Hospital Attendances,Imputed,2009/10,21946.439360514116,Unplanned Hospital Attendances,3,Clackmannanshire Imputed,-15.896080512110466,No
Dumfries and Galloway,Unplanned Hospital Attendances,Imputed,2009/10,28756.036928924073,Unplanned Hospital Attendances,3,Dumfries and Galloway Imputed,9.567079099474807,No
Dundee City,Unplanned Hospital Attendances,Imputed,2009/10,18017.243663198136,Unplanned Hospital Attendances,4,Dundee City Imputed,14.846047308978626,No
East Ayrshire,Unplanned Hospital Attendances,Imputed,2009/10,30310.863909418393,Unplanned Hospital Attendances,4,East Ayrshire Imputed,4.935239205276765,No
East Dunbartonshire,Unplanned Hospital Attendances,Imputed,2009/10,26854.130564115956,Unplanned Hospital Attendances,1,East Dunbartonshire Imputed,-31.459512840636318,No
East Lothian,Unplanned Hospital Attendances,Imputed,2009/10,20170.651945314152,Unplanned Hospital Attendances,2,East Lothian Imputed,17.289244837384544,No
East Renfrewshire,Unplanned Hospital Attendances,Imputed,2009/10,24192.45091619037,Unplanned Hospital Attendances,1,East Renfrewshire Imputed,-12.113654772218885,No
"Edinburgh, City of",Unplanned Hospital Attendances,Imputed,2009/10,20488.95084018012,Unplanned Hospital Attendances,1,"Edinburgh, City of Imputed",1.8674171187772703,No
Eilean Siar,Unplanned Hospital Attendances,Imputed,2009/10,21382.361174285936,Unplanned Hospital Attendances,4,Eilean Siar Imputed,16.356863533821286,No
Falkirk,Unplanned Hospital Attendances,Imputed,2009/10,14116.895952657202,Unplanned Hospital Attendances,3,Falkirk Imputed,86.48475968134836,No
Fife,Unplanned Hospital Attendances,Imputed,2009/10,19990.961822780424,Unplanned Hospital Attendances,3,Fife Imputed,-1.159348461807297,No
Glasgow City,Unplanned Hospital Attendances,Imputed,2009/10,37162.30393606154,Unplanned Hospital Attendances,4,Glasgow City Imputed,-25.16459094948871,No
Highland,Unplanned Hospital Attendances,Imputed,2009/10,11495.6050465087,Unplanned Hospital Attendances,2,Highland Imputed,92.31950925923317,No
Inverclyde,Unplanned Hospital Attendances,Imputed,2009/10,37254.81003728901,Unplanned Hospital Attendances,4,Inverclyde Imputed,8.565452972061681,No
Midlothian,Unplanned Hospital Attendances,Imputed,2009/10,25284.406174755783,Unplanned Hospital Attendances,2,Midlothian Imputed,22.23584265237706,No
Moray,Unplanned Hospital Attendances,Imputed,2009/10,20796.578167693635,Unplanned Hospital Attendances,2,Moray Imputed,30.272792676837778,No
North Ayrshire,Unplanned Hospital Attendances,Imputed,2009/10,27866.267997865485,Unplanned Hospital Attendances,4,North Ayrshire Imputed,8.21234136686213,No
North Lanarkshire,Unplanned Hospital Attendances,Imputed,2009/10,33655.272007124055,Unplanned Hospital Attendances,4,North Lanarkshire Imputed,7.321084759765073,No
Orkney Islands,Unplanned Hospital Attendances,Imputed,2009/10,18689.410691076457,Unplanned Hospital Attendances,1,Orkney Islands Imputed,59.88579396888185,No
Perth and Kinross,Unplanned Hospital Attendances,Imputed,2009/10,16830.7122070409,Unplanned Hospital Attendances,1,Perth and Kinross Imputed,12.305321387830181,No
Renfrewshire,Unplanned Hospital Attendances,Imputed,2009/10,34651.558475898746,Unplanned Hospital Attendances,3,Renfrewshire Imputed,-3.664204572392482,No
Scotland,Unplanned Hospital Attendances,Imputed,2009/10,26052.34331264075,Unplanned Hospital Attendances,NA,Scotland Imputed,-1.9693118241697172,No
Scottish Borders,Unplanned Hospital Attendances,Imputed,2009/10,18963.74833444881,Unplanned Hospital Attendances,2,Scottish Borders Imputed,49.043606875657765,No
Shetland Islands,Unplanned Hospital Attendances,Imputed,2009/10,33570.962686054925,Unplanned Hospital Attendances,1,Shetland Islands Imputed,-10.397750949175622,No
South Ayrshire,Unplanned Hospital Attendances,Imputed,2009/10,31448.173931697296,Unplanned Hospital Attendances,3,South Ayrshire Imputed,-0.9459653351162611,No
South Lanarkshire,Unplanned Hospital Attendances,Imputed,2009/10,29314.493226260583,Unplanned Hospital Attendances,3,South Lanarkshire Imputed,9.713837540193303,No
Stirling,Unplanned Hospital Attendances,Imputed,2009/10,23980.722325075672,Unplanned Hospital Attendances,2,Stirling Imputed,-38.16869510260602,No
West Dunbartonshire,Unplanned Hospital Attendances,Imputed,2009/10,20489.231093935326,Unplanned Hospital Attendances,4,West Dunbartonshire Imputed,9.052527027653245,No
West Lothian,Unplanned Hospital Attendances,Imputed,2009/10,25976.31942548521,Unplanned Hospital Attendances,3,West Lothian Imputed,20.043057516296493,No
Aberdeen City,Unplanned Hospital Attendances,Raw data,2010/11,22340.144723069225,Unplanned Hospital Attendances,1,Aberdeen City Raw data,-9.837389046969214,No
Aberdeenshire,Unplanned Hospital Attendances,Raw data,2010/11,10780.73420037386,Unplanned Hospital Attendances,1,Aberdeenshire Raw data,3.1906843081412006,No
Angus,Unplanned Hospital Attendances,Raw data,2010/11,7411.836062732866,Unplanned Hospital Attendances,2,Angus Raw data,44.24290994878044,No
Argyll and Bute,Unplanned Hospital Attendances,Raw data,2010/11,6560.595802301964,Unplanned Hospital Attendances,2,Argyll and Bute Raw data,134.71301074259557,No
Clackmannanshire,Unplanned Hospital Attendances,Raw data,2010/11,21342.294954217807,Unplanned Hospital Attendances,3,Clackmannanshire Raw data,-15.896080512110466,No
Dumfries and Galloway,Unplanned Hospital Attendances,Raw data,2010/11,28987.42554599603,Unplanned Hospital Attendances,3,Dumfries and Galloway Raw data,9.567079099474807,No
Dundee City,Unplanned Hospital Attendances,Raw data,2010/11,18231.548678625222,Unplanned Hospital Attendances,4,Dundee City Raw data,14.846047308978626,No
East Ayrshire,Unplanned Hospital Attendances,Raw data,2010/11,30383.955559186343,Unplanned Hospital Attendances,4,East Ayrshire Raw data,4.935239205276765,No
