"","DataZone","DataZoneName","IntZone","IntZoneName","CA","CPP","FG"
"3908","S01010449","Knightswood West - 03","S02001966","Knightswood West","S12000049","Glasgow City",4
"3909","S01010450","Knightswood East - 01","S02001967","Knightswood East","S12000049","Glasgow City",4
"3910","S01010451","Knightswood East - 02","S02001967","Knightswood East","S12000049","Glasgow City",4
"3911","S01010452","Knightswood East - 03","S02001967","Knightswood East","S12000049","Glasgow City",4
"3912","S01010453","Knightswood East - 04","S02001967","Knightswood East","S12000049","Glasgow City",4
"3913","S01010454","Knightswood East - 05","S02001967","Knightswood East","S12000049","Glasgow City",4
"3914","S01010455","Knightswood Park West - 01","S02001968","Knightswood Park West","S12000049","Glasgow City",4
"3915","S01010456","Knightswood Park West - 02","S02001968","Knightswood Park West","S12000049","Glasgow City",4
"3916","S01010457","Knightswood Park West - 03","S02001968","Knightswood Park West","S12000049","Glasgow City",4
"3917","S01010458","Knightswood Park West - 04","S02001968","Knightswood Park West","S12000049","Glasgow City",4
"3918","S01010459","Knightswood Park West - 05","S02001968","Knightswood Park West","S12000049","Glasgow City",4
"3919","S01010460","Knightswood Park East - 01","S02001969","Knightswood Park East","S12000049","Glasgow City",4
"3920","S01010461","Knightswood Park East - 02","S02001969","Knightswood Park East","S12000049","Glasgow City",4
"3921","S01010462","Knightswood Park East - 03","S02001969","Knightswood Park East","S12000049","Glasgow City",4
"3922","S01010463","Knightswood Park East - 04","S02001969","Knightswood Park East","S12000049","Glasgow City",4
"3923","S01010464","Knightswood Park East - 05","S02001969","Knightswood Park East","S12000049","Glasgow City",4
"3924","S01010465","Anniesland East - 01","S02001970","Anniesland East","S12000049","Glasgow City",4
"3925","S01010466","Anniesland East - 02","S02001970","Anniesland East","S12000049","Glasgow City",4
"3926","S01010467","Anniesland East - 03","S02001970","Anniesland East","S12000049","Glasgow City",4
"3927","S01010468","Anniesland East - 04","S02001970","Anniesland East","S12000049","Glasgow City",4
"3928","S01010469","Anniesland East - 05","S02001970","Anniesland East","S12000049","Glasgow City",4
"3929","S01010470","Anniesland West - 01","S02001971","Anniesland West","S12000049","Glasgow City",4
"3930","S01010471","Anniesland West - 02","S02001971","Anniesland West","S12000049","Glasgow City",4
"3931","S01010472","Anniesland West - 03","S02001971","Anniesland West","S12000049","Glasgow City",4
"3932","S01010473","Anniesland West - 04","S02001971","Anniesland West","S12000049","Glasgow City",4
"3933","S01010474","Anniesland West - 05","S02001971","Anniesland West","S12000049","Glasgow City",4
"3934","S01010475","Anniesland West - 06","S02001971","Anniesland West","S12000049","Glasgow City",4
"3935","S01010476","Anniesland West - 07","S02001971","Anniesland West","S12000049","Glasgow City",4
"3936","S01010477","Anniesland West - 08","S02001971","Anniesland West","S12000049","Glasgow City",4
"3937","S01010478","Blairdardie East - 01","S02001972","Blairdardie East","S12000049","Glasgow City",4
"3938","S01010479","Blairdardie East - 02","S02001972","Blairdardie East","S12000049","Glasgow City",4
"3939","S01010480","Blairdardie East - 03","S02001972","Blairdardie East","S12000049","Glasgow City",4
"3940","S01010481","Blairdardie East - 04","S02001972","Blairdardie East","S12000049","Glasgow City",4
"3941","S01010482","Blairdardie East - 05","S02001972","Blairdardie East","S12000049","Glasgow City",4
"3942","S01010483","Blairdardie East - 06","S02001972","Blairdardie East","S12000049","Glasgow City",4
"3943","S01010484","Blairdardie East - 07","S02001972","Blairdardie East","S12000049","Glasgow City",4
"3944","S01010485","Blairdardie West - 01","S02001973","Blairdardie West","S12000049","Glasgow City",4
"3945","S01010486","Blairdardie West - 02","S02001973","Blairdardie West","S12000049","Glasgow City",4
"3946","S01010487","Blairdardie West - 03","S02001973","Blairdardie West","S12000049","Glasgow City",4
"3947","S01010488","Drumchapel South - 01","S02001974","Drumchapel South","S12000049","Glasgow City",4
"3948","S01010489","Drumchapel South - 02","S02001974","Drumchapel South","S12000049","Glasgow City",4
"3949","S01010490","Drumchapel South - 03","S02001974","Drumchapel South","S12000049","Glasgow City",4
"3950","S01010491","Drumchapel North - 01","S02001975","Drumchapel North","S12000049","Glasgow City",4
"3951","S01010492","Drumchapel North - 02","S02001975","Drumchapel North","S12000049","Glasgow City",4
"3952","S01010493","Drumchapel North - 03","S02001975","Drumchapel North","S12000049","Glasgow City",4
"3953","S01010494","Drumchapel North - 04","S02001975","Drumchapel North","S12000049","Glasgow City",4
"3954","S01010495","Drumchapel North - 05","S02001975","Drumchapel North","S12000049","Glasgow City",4
"3955","S01010496","Drumry East - 01","S02001976","Drumry East","S12000049","Glasgow City",4
"3956","S01010497","Drumry East - 02","S02001976","Drumry East","S12000049","Glasgow City",4
"3957","S01010498","Drumry East - 03","S02001976","Drumry East","S12000049","Glasgow City",4
"3958","S01010499","Drumry East - 04","S02001976","Drumry East","S12000049","Glasgow City",4
"3959","S01010500","Drumry West - 01","S02001977","Drumry West","S12000049","Glasgow City",4
"3960","S01010501","Drumry West - 02","S02001977","Drumry West","S12000049","Glasgow City",4
"3961","S01010502","Drumry West - 03","S02001977","Drumry West","S12000049","Glasgow City",4
"3962","S01010503","Drumry West - 04","S02001977","Drumry West","S12000049","Glasgow City",4
"3963","S01010504","Lochaber West - 01","S02001978","Lochaber West","S12000017","Highland",2
"3964","S01010505","Lochaber West - 02","S02001978","Lochaber West","S12000017","Highland",2
"3965","S01010506","Lochaber West - 03","S02001978","Lochaber West","S12000017","Highland",2
"3966","S01010507","Lochaber West - 04","S02001978","Lochaber West","S12000017","Highland",2
"3967","S01010508","Lochaber West - 05","S02001978","Lochaber West","S12000017","Highland",2
"3968","S01010509","Lochaber West - 06","S02001978","Lochaber West","S12000017","Highland",2
"3969","S01010510","Fort William North - 01","S02001979","Fort William North","S12000017","Highland",2
"3970","S01010511","Fort William North - 02","S02001979","Fort William North","S12000017","Highland",2
"3971","S01010512","Fort William North - 03","S02001979","Fort William North","S12000017","Highland",2
"3972","S01010513","Fort William North - 04","S02001979","Fort William North","S12000017","Highland",2
"3973","S01010514","Fort William North - 05","S02001979","Fort William North","S12000017","Highland",2
"3974","S01010515","Fort William North - 06","S02001979","Fort William North","S12000017","Highland",2
"3975","S01010516","Fort William South - 01","S02001980","Fort William South","S12000017","Highland",2
"3976","S01010517","Fort William South - 02","S02001980","Fort William South","S12000017","Highland",2
"3977","S01010518","Fort William South - 03","S02001980","Fort William South","S12000017","Highland",2
"3978","S01010519","Fort William South - 04","S02001980","Fort William South","S12000017","Highland",2
"3979","S01010520","Fort William South - 05","S02001980","Fort William South","S12000017","Highland",2
"3980","S01010521","Fort William South - 06","S02001980","Fort William South","S12000017","Highland",2
"3981","S01010522","Fort William South - 07","S02001980","Fort William South","S12000017","Highland",2
"3982","S01010523","Fort William South - 08","S02001980","Fort William South","S12000017","Highland",2
"3983","S01010524","Lochaber East and North - 01","S02001981","Lochaber East and North","S12000017","Highland",2
"3984","S01010525","Lochaber East and North - 02","S02001981","Lochaber East and North","S12000017","Highland",2
"3985","S01010526","Lochaber East and North - 03","S02001981","Lochaber East and North","S12000017","Highland",2
"3986","S01010527","Lochaber East and North - 04","S02001981","Lochaber East and North","S12000017","Highland",2
"3987","S01010528","Lochaber East and North - 05","S02001981","Lochaber East and North","S12000017","Highland",2
"3988","S01010529","Lochaber East and North - 06","S02001981","Lochaber East and North","S12000017","Highland",2
"3989","S01010530","Lochaber East and North - 07","S02001981","Lochaber East and North","S12000017","Highland",2
"3990","S01010531","Badenoch and Strathspey South - 01","S02001982","Badenoch and Strathspey South","S12000017","Highland",2
"3991","S01010532","Badenoch and Strathspey South - 02","S02001982","Badenoch and Strathspey South","S12000017","Highland",2
"3992","S01010533","Badenoch and Strathspey South - 03","S02001982","Badenoch and Strathspey South","S12000017","Highland",2
"3993","S01010534","Badenoch and Strathspey South - 04","S02001982","Badenoch and Strathspey South","S12000017","Highland",2
"3994","S01010535","Badenoch and Strathspey South - 05","S02001982","Badenoch and Strathspey South","S12000017","Highland",2
"3995","S01010536","Badenoch and Strathspey Central - 01","S02001983","Badenoch and Strathspey Central","S12000017","Highland",2
"3996","S01010537","Badenoch and Strathspey Central - 02","S02001983","Badenoch and Strathspey Central","S12000017","Highland",2
"3997","S01010538","Badenoch and Strathspey Central - 03","S02001983","Badenoch and Strathspey Central","S12000017","Highland",2
"3998","S01010539","Badenoch and Strathspey Central - 04","S02001983","Badenoch and Strathspey Central","S12000017","Highland",2
"3999","S01010540","Badenoch and Strathspey Central - 05","S02001983","Badenoch and Strathspey Central","S12000017","Highland",2
"4000","S01010541","Badenoch and Strathspey Central - 06","S02001983","Badenoch and Strathspey Central","S12000017","Highland",2
"4001","S01010542","Badenoch and Strathspey North - 01","S02001984","Badenoch and Strathspey North","S12000017","Highland",2
"4002","S01010543","Badenoch and Strathspey North - 02","S02001984","Badenoch and Strathspey North","S12000017","Highland",2
"4003","S01010544","Badenoch and Strathspey North - 03","S02001984","Badenoch and Strathspey North","S12000017","Highland",2
"4004","S01010545","Badenoch and Strathspey North - 04","S02001984","Badenoch and Strathspey North","S12000017","Highland",2
"4005","S01010546","Badenoch and Strathspey North - 05","S02001984","Badenoch and Strathspey North","S12000017","Highland",2
"4006","S01010547","Badenoch and Strathspey North - 06","S02001984","Badenoch and Strathspey North","S12000017","Highland",2
"4007","S01010548","Nairn Rural - 01","S02001985","Nairn Rural","S12000017","Highland",2
"4008","S01010549","Nairn Rural - 02","S02001985","Nairn Rural","S12000017","Highland",2
"4009","S01010550","Nairn Rural - 03","S02001985","Nairn Rural","S12000017","Highland",2
"4010","S01010551","Nairn Rural - 04","S02001985","Nairn Rural","S12000017","Highland",2
"4011","S01010552","Nairn Rural - 05","S02001985","Nairn Rural","S12000017","Highland",2
"4012","S01010553","Nairn Rural - 06","S02001985","Nairn Rural","S12000017","Highland",2
"4013","S01010554","Nairn East - 01","S02001986","Nairn East","S12000017","Highland",2
"4014","S01010555","Nairn East - 02","S02001986","Nairn East","S12000017","Highland",2
"4015","S01010556","Nairn East - 03","S02001986","Nairn East","S12000017","Highland",2
"4016","S01010557","Nairn East - 04","S02001986","Nairn East","S12000017","Highland",2
"4017","S01010558","Nairn East - 05","S02001986","Nairn East","S12000017","Highland",2
"4018","S01010559","Nairn West - 01","S02001987","Nairn West","S12000017","Highland",2
"4019","S01010560","Nairn West - 02","S02001987","Nairn West","S12000017","Highland",2
"4020","S01010561","Nairn West - 03","S02001987","Nairn West","S12000017","Highland",2
"4021","S01010562","Nairn West - 04","S02001987","Nairn West","S12000017","Highland",2
"4022","S01010563","Nairn West - 05","S02001987","Nairn West","S12000017","Highland",2
"4023","S01010564","Nairn West - 06","S02001987","Nairn West","S12000017","Highland",2
"4024","S01010565","Nairn West - 07","S02001987","Nairn West","S12000017","Highland",2
"4025","S01010566","Inverness East Rural - 01","S02001988","Inverness East Rural","S12000017","Highland",2
"4026","S01010567","Inverness East Rural - 02","S02001988","Inverness East Rural","S12000017","Highland",2
"4027","S01010568","Inverness East Rural - 03","S02001988","Inverness East Rural","S12000017","Highland",2
"4028","S01010569","Inverness East Rural - 04","S02001988","Inverness East Rural","S12000017","Highland",2
"4029","S01010570","Inverness East Rural - 05","S02001988","Inverness East Rural","S12000017","Highland",2
"4030","S01010571","Inverness Culloden and Balloch - 01","S02001989","Inverness Culloden and Balloch","S12000017","Highland",2
"4031","S01010572","Inverness Culloden and Balloch - 02","S02001989","Inverness Culloden and Balloch","S12000017","Highland",2
"4032","S01010573","Inverness Culloden and Balloch - 03","S02001989","Inverness Culloden and Balloch","S12000017","Highland",2
"4033","S01010574","Inverness Culloden and Balloch - 04","S02001989","Inverness Culloden and Balloch","S12000017","Highland",2
"4034","S01010575","Inverness Culloden and Balloch - 05","S02001989","Inverness Culloden and Balloch","S12000017","Highland",2
"4035","S01010576","Inverness Culloden and Balloch - 06","S02001989","Inverness Culloden and Balloch","S12000017","Highland",2
"4036","S01010577","Inverness Smithton - 01","S02001990","Inverness Smithton","S12000017","Highland",2
"4037","S01010578","Inverness Smithton - 02","S02001990","Inverness Smithton","S12000017","Highland",2
"4038","S01010579","Inverness Smithton - 03","S02001990","Inverness Smithton","S12000017","Highland",2
"4039","S01010580","Inverness Smithton - 04","S02001990","Inverness Smithton","S12000017","Highland",2
"4040","S01010581","Inverness Smithton - 05","S02001990","Inverness Smithton","S12000017","Highland",2
"4041","S01010582","Inverness Westhill - 01","S02001991","Inverness Westhill","S12000017","Highland",2
"4042","S01010583","Inverness Westhill - 02","S02001991","Inverness Westhill","S12000017","Highland",2
"4043","S01010584","Inverness Westhill - 03","S02001991","Inverness Westhill","S12000017","Highland",2
"4044","S01010585","Inverness Westhill - 04","S02001991","Inverness Westhill","S12000017","Highland",2
"4045","S01010586","Inverness Westhill - 05","S02001991","Inverness Westhill","S12000017","Highland",2
"4046","S01010587","Inverness Westhill - 06","S02001991","Inverness Westhill","S12000017","Highland",2
"4047","S01010588","Inverness Westhill - 07","S02001991","Inverness Westhill","S12000017","Highland",2
"4048","S01010589","Inverness Westhill - 08","S02001991","Inverness Westhill","S12000017","Highland",2
"4049","S01010590","Inverness Inshes - 01","S02001992","Inverness Inshes","S12000017","Highland",2
"4050","S01010591","Inverness Inshes - 02","S02001992","Inverness Inshes","S12000017","Highland",2
"4051","S01010592","Inverness Inshes - 03","S02001992","Inverness Inshes","S12000017","Highland",2
"4052","S01010593","Inverness Inshes - 04","S02001992","Inverness Inshes","S12000017","Highland",2
"4053","S01010594","Inverness Inshes - 05","S02001992","Inverness Inshes","S12000017","Highland",2
"4054","S01010595","Inverness Inshes - 06","S02001992","Inverness Inshes","S12000017","Highland",2
"4055","S01010596","Inverness Slackbuie - 01","S02001993","Inverness Slackbuie","S12000017","Highland",2
"4056","S01010597","Inverness Slackbuie - 02","S02001993","Inverness Slackbuie","S12000017","Highland",2
"4057","S01010598","Inverness Slackbuie - 03","S02001993","Inverness Slackbuie","S12000017","Highland",2
"4058","S01010599","Inverness Lochardil and Holm Mains - 01","S02001994","Inverness Lochardil and Holm Mains","S12000017","Highland",2
"4059","S01010600","Inverness Lochardil and Holm Mains - 02","S02001994","Inverness Lochardil and Holm Mains","S12000017","Highland",2
"4060","S01010601","Inverness Lochardil and Holm Mains - 03","S02001994","Inverness Lochardil and Holm Mains","S12000017","Highland",2
"4061","S01010602","Inverness Lochardil and Holm Mains - 04","S02001994","Inverness Lochardil and Holm Mains","S12000017","Highland",2
"4062","S01010603","Inverness Lochardil and Holm Mains - 05","S02001994","Inverness Lochardil and Holm Mains","S12000017","Highland",2
"4063","S01010604","Inverness Lochardil and Holm Mains - 06","S02001994","Inverness Lochardil and Holm Mains","S12000017","Highland",2
"4064","S01010605","Inverness Lochardil and Holm Mains - 07","S02001994","Inverness Lochardil and Holm Mains","S12000017","Highland",2
"4065","S01010606","Inverness Drummond - 01","S02001995","Inverness Drummond","S12000017","Highland",2
"4066","S01010607","Inverness Drummond - 02","S02001995","Inverness Drummond","S12000017","Highland",2
"4067","S01010608","Inverness Drummond - 03","S02001995","Inverness Drummond","S12000017","Highland",2
"4068","S01010609","Inverness Drummond - 04","S02001995","Inverness Drummond","S12000017","Highland",2
"4069","S01010610","Inverness Drummond - 05","S02001995","Inverness Drummond","S12000017","Highland",2
"4070","S01010611","Inverness Hilton - 01","S02001996","Inverness Hilton","S12000017","Highland",2
"4071","S01010612","Inverness Hilton - 02","S02001996","Inverness Hilton","S12000017","Highland",2
"4072","S01010613","Inverness Hilton - 03","S02001996","Inverness Hilton","S12000017","Highland",2
"4073","S01010614","Inverness Hilton - 04","S02001996","Inverness Hilton","S12000017","Highland",2
"4074","S01010615","Inverness Hilton - 05","S02001996","Inverness Hilton","S12000017","Highland",2
"4075","S01010616","Inverness Drakies - 01","S02001997","Inverness Drakies","S12000017","Highland",2
"4076","S01010617","Inverness Drakies - 02","S02001997","Inverness Drakies","S12000017","Highland",2
"4077","S01010618","Inverness Drakies - 03","S02001997","Inverness Drakies","S12000017","Highland",2
"4078","S01010619","Inverness Central, Raigmore and Longman - 01","S02001998","Inverness Central, Raigmore and Longman","S12000017","Highland",2
"4079","S01010620","Inverness Central, Raigmore and Longman - 02","S02001998","Inverness Central, Raigmore and Longman","S12000017","Highland",2
"4080","S01010621","Inverness Central, Raigmore and Longman - 03","S02001998","Inverness Central, Raigmore and Longman","S12000017","Highland",2
"4081","S01010622","Inverness Central, Raigmore and Longman - 04","S02001998","Inverness Central, Raigmore and Longman","S12000017","Highland",2
"4082","S01010623","Inverness Central, Raigmore and Longman - 05","S02001998","Inverness Central, Raigmore and Longman","S12000017","Highland",2
"4083","S01010624","Inverness Central, Raigmore and Longman - 06","S02001998","Inverness Central, Raigmore and Longman","S12000017","Highland",2
"4084","S01010625","Inverness Crown and Haugh - 01","S02001999","Inverness Crown and Haugh","S12000017","Highland",2
"4085","S01010626","Inverness Crown and Haugh - 02","S02001999","Inverness Crown and Haugh","S12000017","Highland",2
"4086","S01010627","Inverness Crown and Haugh - 03","S02001999","Inverness Crown and Haugh","S12000017","Highland",2
"4087","S01010628","Inverness Crown and Haugh - 04","S02001999","Inverness Crown and Haugh","S12000017","Highland",2
"4088","S01010629","Inverness Crown and Haugh - 05","S02001999","Inverness Crown and Haugh","S12000017","Highland",2
"4089","S01010630","Inverness Ballifeary and Dalneigh - 01","S02002000","Inverness Ballifeary and Dalneigh","S12000017","Highland",2
"4090","S01010631","Inverness Ballifeary and Dalneigh - 02","S02002000","Inverness Ballifeary and Dalneigh","S12000017","Highland",2
"4091","S01010632","Inverness Ballifeary and Dalneigh - 03","S02002000","Inverness Ballifeary and Dalneigh","S12000017","Highland",2
"4092","S01010633","Inverness Ballifeary and Dalneigh - 04","S02002000","Inverness Ballifeary and Dalneigh","S12000017","Highland",2
"4093","S01010634","Inverness Ballifeary and Dalneigh - 05","S02002000","Inverness Ballifeary and Dalneigh","S12000017","Highland",2
"4094","S01010635","Inverness Ballifeary and Dalneigh - 06","S02002000","Inverness Ballifeary and Dalneigh","S12000017","Highland",2
"4095","S01010636","Inverness Muirtown - 01","S02002001","Inverness Muirtown","S12000017","Highland",2
"4096","S01010637","Inverness Muirtown - 02","S02002001","Inverness Muirtown","S12000017","Highland",2
"4097","S01010638","Inverness Muirtown - 03","S02002001","Inverness Muirtown","S12000017","Highland",2
"4098","S01010639","Inverness Muirtown - 04","S02002001","Inverness Muirtown","S12000017","Highland",2
"4099","S01010640","Inverness Muirtown - 05","S02002001","Inverness Muirtown","S12000017","Highland",2
"4100","S01010641","Inverness Merkinch - 01","S02002002","Inverness Merkinch","S12000017","Highland",2
"4101","S01010642","Inverness Merkinch - 02","S02002002","Inverness Merkinch","S12000017","Highland",2
"4102","S01010643","Inverness Merkinch - 03","S02002002","Inverness Merkinch","S12000017","Highland",2
"4103","S01010644","Inverness Merkinch - 04","S02002002","Inverness Merkinch","S12000017","Highland",2
"4104","S01010645","Inverness Scorguie - 01","S02002003","Inverness Scorguie","S12000017","Highland",2
"4105","S01010646","Inverness Scorguie - 02","S02002003","Inverness Scorguie","S12000017","Highland",2
"4106","S01010647","Inverness Scorguie - 03","S02002003","Inverness Scorguie","S12000017","Highland",2
"4107","S01010648","Inverness Scorguie - 04","S02002003","Inverness Scorguie","S12000017","Highland",2
"4108","S01010649","Inverness Scorguie - 05","S02002003","Inverness Scorguie","S12000017","Highland",2
"4109","S01010650","Inverness Kinmylies and South West - 01","S02002004","Inverness Kinmylies and South West","S12000017","Highland",2
"4110","S01010651","Inverness Kinmylies and South West - 02","S02002004","Inverness Kinmylies and South West","S12000017","Highland",2
"4111","S01010652","Inverness Kinmylies and South West - 03","S02002004","Inverness Kinmylies and South West","S12000017","Highland",2
"4112","S01010653","Inverness Kinmylies and South West - 04","S02002004","Inverness Kinmylies and South West","S12000017","Highland",2
"4113","S01010654","Inverness Kinmylies and South West - 05","S02002004","Inverness Kinmylies and South West","S12000017","Highland",2
"4114","S01010655","Inverness West Rural - 01","S02002005","Inverness West Rural","S12000017","Highland",2
"4115","S01010656","Inverness West Rural - 02","S02002005","Inverness West Rural","S12000017","Highland",2
"4116","S01010657","Inverness West Rural - 03","S02002005","Inverness West Rural","S12000017","Highland",2
"4117","S01010658","Inverness West Rural - 04","S02002005","Inverness West Rural","S12000017","Highland",2
"4118","S01010659","Inverness West Rural - 05","S02002005","Inverness West Rural","S12000017","Highland",2
"4119","S01010660","Inverness West Rural - 06","S02002005","Inverness West Rural","S12000017","Highland",2
"4120","S01010661","Inverness West Rural - 07","S02002005","Inverness West Rural","S12000017","Highland",2
"4121","S01010662","Inverness West Rural - 08","S02002005","Inverness West Rural","S12000017","Highland",2
"4122","S01010663","Inverness West Rural - 09","S02002005","Inverness West Rural","S12000017","Highland",2
"4123","S01010664","Loch Ness - 01","S02002006","Loch Ness","S12000017","Highland",2
"4124","S01010665","Loch Ness - 02","S02002006","Loch Ness","S12000017","Highland",2
"4125","S01010666","Loch Ness - 03","S02002006","Loch Ness","S12000017","Highland",2
"4126","S01010667","Loch Ness - 04","S02002006","Loch Ness","S12000017","Highland",2
"4127","S01010668","Loch Ness - 05","S02002006","Loch Ness","S12000017","Highland",2
"4128","S01010669","Lochalsh - 01","S02002007","Lochalsh","S12000017","Highland",2
"4129","S01010670","Lochalsh - 02","S02002007","Lochalsh","S12000017","Highland",2
"4130","S01010671","Lochalsh - 03","S02002007","Lochalsh","S12000017","Highland",2
"4131","S01010672","Lochalsh - 04","S02002007","Lochalsh","S12000017","Highland",2
"4132","S01010673","Skye South - 01","S02002008","Skye South","S12000017","Highland",2
"4133","S01010674","Skye South - 02","S02002008","Skye South","S12000017","Highland",2
"4134","S01010675","Skye South - 03","S02002008","Skye South","S12000017","Highland",2
"4135","S01010676","Skye South - 04","S02002008","Skye South","S12000017","Highland",2
"4136","S01010677","Skye North East - 01","S02002009","Skye North East","S12000017","Highland",2
"4137","S01010678","Skye North East - 02","S02002009","Skye North East","S12000017","Highland",2
"4138","S01010679","Skye North East - 03","S02002009","Skye North East","S12000017","Highland",2
"4139","S01010680","Skye North East - 04","S02002009","Skye North East","S12000017","Highland",2
"4140","S01010681","Skye North East - 05","S02002009","Skye North East","S12000017","Highland",2
"4141","S01010682","Skye North West - 01","S02002010","Skye North West","S12000017","Highland",2
"4142","S01010683","Skye North West - 02","S02002010","Skye North West","S12000017","Highland",2
"4143","S01010684","Skye North West - 03","S02002010","Skye North West","S12000017","Highland",2
"4144","S01010685","Skye North West - 04","S02002010","Skye North West","S12000017","Highland",2
"4145","S01010686","Ross and Cromarty South West - 01","S02002011","Ross and Cromarty South West","S12000017","Highland",2
"4146","S01010687","Ross and Cromarty South West - 02","S02002011","Ross and Cromarty South West","S12000017","Highland",2
"4147","S01010688","Ross and Cromarty South West - 03","S02002011","Ross and Cromarty South West","S12000017","Highland",2
"4148","S01010689","Ross and Cromarty South West - 04","S02002011","Ross and Cromarty South West","S12000017","Highland",2
"4149","S01010690","Ross and Cromarty North West - 01","S02002012","Ross and Cromarty North West","S12000017","Highland",2
"4150","S01010691","Ross and Cromarty North West - 02","S02002012","Ross and Cromarty North West","S12000017","Highland",2
"4151","S01010692","Ross and Cromarty North West - 03","S02002012","Ross and Cromarty North West","S12000017","Highland",2
"4152","S01010693","Ross and Cromarty North West - 04","S02002012","Ross and Cromarty North West","S12000017","Highland",2
"4153","S01010694","Ross and Cromarty North West - 05","S02002012","Ross and Cromarty North West","S12000017","Highland",2
"4154","S01010695","Ross and Cromarty Central - 01","S02002013","Ross and Cromarty Central","S12000017","Highland",2
"4155","S01010696","Ross and Cromarty Central - 02","S02002013","Ross and Cromarty Central","S12000017","Highland",2
"4156","S01010697","Ross and Cromarty Central - 03","S02002013","Ross and Cromarty Central","S12000017","Highland",2
"4157","S01010698","Ross and Cromarty Central - 04","S02002013","Ross and Cromarty Central","S12000017","Highland",2
"4158","S01010699","Ross and Cromarty East - 01","S02002014","Ross and Cromarty East","S12000017","Highland",2
"4159","S01010700","Ross and Cromarty East - 02","S02002014","Ross and Cromarty East","S12000017","Highland",2
"4160","S01010701","Ross and Cromarty East - 03","S02002014","Ross and Cromarty East","S12000017","Highland",2
"4161","S01010702","Ross and Cromarty East - 04","S02002014","Ross and Cromarty East","S12000017","Highland",2
"4162","S01010703","Muir of Ord - 01","S02002015","Muir of Ord","S12000017","Highland",2
"4163","S01010704","Muir of Ord - 02","S02002015","Muir of Ord","S12000017","Highland",2
"4164","S01010705","Muir of Ord - 03","S02002015","Muir of Ord","S12000017","Highland",2
"4165","S01010706","Muir of Ord - 04","S02002015","Muir of Ord","S12000017","Highland",2
"4166","S01010707","Conon - 01","S02002016","Conon","S12000017","Highland",2
"4167","S01010708","Conon - 02","S02002016","Conon","S12000017","Highland",2
"4168","S01010709","Conon - 03","S02002016","Conon","S12000017","Highland",2
"4169","S01010710","Conon - 04","S02002016","Conon","S12000017","Highland",2
"4170","S01010711","Conon - 05","S02002016","Conon","S12000017","Highland",2
"4171","S01010712","Dingwall - 01","S02002017","Dingwall","S12000017","Highland",2
"4172","S01010713","Dingwall - 02","S02002017","Dingwall","S12000017","Highland",2
"4173","S01010714","Dingwall - 03","S02002017","Dingwall","S12000017","Highland",2
"4174","S01010715","Dingwall - 04","S02002017","Dingwall","S12000017","Highland",2
"4175","S01010716","Dingwall - 05","S02002017","Dingwall","S12000017","Highland",2
"4176","S01010717","Dingwall - 06","S02002017","Dingwall","S12000017","Highland",2
"4177","S01010718","Dingwall - 07","S02002017","Dingwall","S12000017","Highland",2
"4178","S01010719","Black Isle South - 01","S02002018","Black Isle South","S12000017","Highland",2
"4179","S01010720","Black Isle South - 02","S02002018","Black Isle South","S12000017","Highland",2
"4180","S01010721","Black Isle South - 03","S02002018","Black Isle South","S12000017","Highland",2
"4181","S01010722","Black Isle South - 04","S02002018","Black Isle South","S12000017","Highland",2
"4182","S01010723","Black Isle South - 05","S02002018","Black Isle South","S12000017","Highland",2
"4183","S01010724","Black Isle South - 06","S02002018","Black Isle South","S12000017","Highland",2
"4184","S01010725","Black Isle South - 07","S02002018","Black Isle South","S12000017","Highland",2
"4185","S01010726","Black Isle South - 08","S02002018","Black Isle South","S12000017","Highland",2
"4186","S01010727","Black Isle North - 01","S02002019","Black Isle North","S12000017","Highland",2
"4187","S01010728","Black Isle North - 02","S02002019","Black Isle North","S12000017","Highland",2
"4188","S01010729","Black Isle North - 03","S02002019","Black Isle North","S12000017","Highland",2
"4189","S01010730","Black Isle North - 04","S02002019","Black Isle North","S12000017","Highland",2
"4190","S01010731","Black Isle North - 05","S02002019","Black Isle North","S12000017","Highland",2
"4191","S01010732","Alness - 01","S02002020","Alness","S12000017","Highland",2
"4192","S01010733","Alness - 02","S02002020","Alness","S12000017","Highland",2
"4193","S01010734","Alness - 03","S02002020","Alness","S12000017","Highland",2
"4194","S01010735","Alness - 04","S02002020","Alness","S12000017","Highland",2
"4195","S01010736","Alness - 05","S02002020","Alness","S12000017","Highland",2
"4196","S01010737","Alness - 06","S02002020","Alness","S12000017","Highland",2
"4197","S01010738","Alness - 07","S02002020","Alness","S12000017","Highland",2
"4198","S01010739","Alness - 08","S02002020","Alness","S12000017","Highland",2
"4199","S01010740","Invergordon - 01","S02002021","Invergordon","S12000017","Highland",2
"4200","S01010741","Invergordon - 02","S02002021","Invergordon","S12000017","Highland",2
"4201","S01010742","Invergordon - 03","S02002021","Invergordon","S12000017","Highland",2
"4202","S01010743","Invergordon - 04","S02002021","Invergordon","S12000017","Highland",2
"4203","S01010744","Invergordon - 05","S02002021","Invergordon","S12000017","Highland",2
"4204","S01010745","Invergordon - 06","S02002021","Invergordon","S12000017","Highland",2
"4205","S01010746","Seaboard - 01","S02002022","Seaboard","S12000017","Highland",2
"4206","S01010747","Seaboard - 02","S02002022","Seaboard","S12000017","Highland",2
"4207","S01010748","Seaboard - 03","S02002022","Seaboard","S12000017","Highland",2
