"","DataZone","DataZoneName","IntZone","IntZoneName","CA","CPP","FG"
"6592","S01013097","Dunblane East - 04","S02002455","Dunblane East","S12000030","Stirling",2
"6593","S01013098","Dunblane East - 05","S02002455","Dunblane East","S12000030","Stirling",2
"6594","S01013099","Dunblane East - 06","S02002455","Dunblane East","S12000030","Stirling",2
"6595","S01013100","Dunblane East - 07","S02002455","Dunblane East","S12000030","Stirling",2
"6596","S01013101","Dunblane West - 01","S02002456","Dunblane West","S12000030","Stirling",2
"6597","S01013102","Dunblane West - 02","S02002456","Dunblane West","S12000030","Stirling",2
"6598","S01013103","Dunblane West - 03","S02002456","Dunblane West","S12000030","Stirling",2
"6599","S01013104","Dunblane West - 04","S02002456","Dunblane West","S12000030","Stirling",2
"6600","S01013105","Dunblane West - 05","S02002456","Dunblane West","S12000030","Stirling",2
"6601","S01013106","Carse of Stirling - 01","S02002457","Carse of Stirling","S12000030","Stirling",2
"6602","S01013107","Carse of Stirling - 02","S02002457","Carse of Stirling","S12000030","Stirling",2
"6603","S01013108","Carse of Stirling - 03","S02002457","Carse of Stirling","S12000030","Stirling",2
"6604","S01013109","Carse of Stirling - 04","S02002457","Carse of Stirling","S12000030","Stirling",2
"6605","S01013110","Carse of Stirling - 05","S02002457","Carse of Stirling","S12000030","Stirling",2
"6606","S01013111","Carse of Stirling - 06","S02002457","Carse of Stirling","S12000030","Stirling",2
"6607","S01013112","Callander and Trossachs - 01","S02002458","Callander and Trossachs","S12000030","Stirling",2
"6608","S01013113","Callander and Trossachs - 02","S02002458","Callander and Trossachs","S12000030","Stirling",2
"6609","S01013114","Callander and Trossachs - 03","S02002458","Callander and Trossachs","S12000030","Stirling",2
"6610","S01013115","Callander and Trossachs - 04","S02002458","Callander and Trossachs","S12000030","Stirling",2
"6611","S01013116","Callander and Trossachs - 05","S02002458","Callander and Trossachs","S12000030","Stirling",2
"6612","S01013117","Highland - 01","S02002459","Highland","S12000030","Stirling",2
"6613","S01013118","Highland - 02","S02002459","Highland","S12000030","Stirling",2
"6614","S01013119","Highland - 03","S02002459","Highland","S12000030","Stirling",2
"6615","S01013120","Highland - 04","S02002459","Highland","S12000030","Stirling",2
"6616","S01013121","Highland - 05","S02002459","Highland","S12000030","Stirling",2
"6617","S01013122","Whitecrook - 01","S02002460","Whitecrook","S12000039","West Dunbartonshire",4
"6618","S01013123","Whitecrook - 02","S02002460","Whitecrook","S12000039","West Dunbartonshire",4
"6619","S01013124","Whitecrook - 03","S02002460","Whitecrook","S12000039","West Dunbartonshire",4
"6620","S01013125","Whitecrook - 04","S02002460","Whitecrook","S12000039","West Dunbartonshire",4
"6621","S01013126","Whitecrook - 05","S02002460","Whitecrook","S12000039","West Dunbartonshire",4
"6622","S01013127","Whitecrook - 06","S02002460","Whitecrook","S12000039","West Dunbartonshire",4
"6623","S01013128","Singer and Clydebank South - 01","S02002461","Singer and Clydebank South","S12000039","West Dunbartonshire",4
"6624","S01013129","Singer and Clydebank South - 02","S02002461","Singer and Clydebank South","S12000039","West Dunbartonshire",4
"6625","S01013130","Singer and Clydebank South - 03","S02002461","Singer and Clydebank South","S12000039","West Dunbartonshire",4
"6626","S01013131","Singer and Clydebank South - 04","S02002461","Singer and Clydebank South","S12000039","West Dunbartonshire",4
"6627","S01013132","Singer and Clydebank South - 05","S02002461","Singer and Clydebank South","S12000039","West Dunbartonshire",4
"6628","S01013133","Singer and Clydebank South - 06","S02002461","Singer and Clydebank South","S12000039","West Dunbartonshire",4
"6629","S01013134","Drumry - 01","S02002462","Drumry","S12000039","West Dunbartonshire",4
"6630","S01013135","Drumry - 02","S02002462","Drumry","S12000039","West Dunbartonshire",4
"6631","S01013136","Drumry - 03","S02002462","Drumry","S12000039","West Dunbartonshire",4
"6632","S01013137","Drumry - 04","S02002462","Drumry","S12000039","West Dunbartonshire",4
"6633","S01013138","Drumry - 05","S02002462","Drumry","S12000039","West Dunbartonshire",4
"6634","S01013139","Drumry - 06","S02002462","Drumry","S12000039","West Dunbartonshire",4
"6635","S01013140","Drumry - 07","S02002462","Drumry","S12000039","West Dunbartonshire",4
"6636","S01013141","Clydebank - 01","S02002463","Clydebank","S12000039","West Dunbartonshire",4
"6637","S01013142","Clydebank - 02","S02002463","Clydebank","S12000039","West Dunbartonshire",4
"6638","S01013143","Clydebank - 03","S02002463","Clydebank","S12000039","West Dunbartonshire",4
"6639","S01013144","Clydebank - 04","S02002463","Clydebank","S12000039","West Dunbartonshire",4
"6640","S01013145","Clydebank - 05","S02002463","Clydebank","S12000039","West Dunbartonshire",4
"6641","S01013146","Clydebank - 06","S02002463","Clydebank","S12000039","West Dunbartonshire",4
"6642","S01013147","Clydebank North - 01","S02002464","Clydebank North","S12000039","West Dunbartonshire",4
"6643","S01013148","Clydebank North - 02","S02002464","Clydebank North","S12000039","West Dunbartonshire",4
"6644","S01013149","Clydebank North - 03","S02002464","Clydebank North","S12000039","West Dunbartonshire",4
"6645","S01013150","Clydebank North - 04","S02002464","Clydebank North","S12000039","West Dunbartonshire",4
"6646","S01013151","Clydebank North - 05","S02002464","Clydebank North","S12000039","West Dunbartonshire",4
"6647","S01013152","Clydebank East - 01","S02002465","Clydebank east","S12000039","West Dunbartonshire",4
"6648","S01013153","Clydebank East - 02","S02002465","Clydebank east","S12000039","West Dunbartonshire",4
"6649","S01013154","Clydebank East - 03","S02002465","Clydebank east","S12000039","West Dunbartonshire",4
"6650","S01013155","Clydebank East - 04","S02002465","Clydebank east","S12000039","West Dunbartonshire",4
"6651","S01013156","Clydebank East - 05","S02002465","Clydebank east","S12000039","West Dunbartonshire",4
"6652","S01013157","Clydebank East - 06","S02002465","Clydebank east","S12000039","West Dunbartonshire",4
"6653","S01013158","Duntocher - 01","S02002466","Duntocher","S12000039","West Dunbartonshire",4
"6654","S01013159","Duntocher - 02","S02002466","Duntocher","S12000039","West Dunbartonshire",4
"6655","S01013160","Duntocher - 03","S02002466","Duntocher","S12000039","West Dunbartonshire",4
"6656","S01013161","Duntocher - 04","S02002466","Duntocher","S12000039","West Dunbartonshire",4
"6657","S01013162","Duntocher - 05","S02002466","Duntocher","S12000039","West Dunbartonshire",4
"6658","S01013163","Duntocher - 06","S02002466","Duntocher","S12000039","West Dunbartonshire",4
"6659","S01013164","Dalmuir - 01","S02002467","Dalmuir","S12000039","West Dunbartonshire",4
"6660","S01013165","Dalmuir - 02","S02002467","Dalmuir","S12000039","West Dunbartonshire",4
"6661","S01013166","Dalmuir - 03","S02002467","Dalmuir","S12000039","West Dunbartonshire",4
"6662","S01013167","Dalmuir - 04","S02002467","Dalmuir","S12000039","West Dunbartonshire",4
"6663","S01013168","Dalmuir - 05","S02002467","Dalmuir","S12000039","West Dunbartonshire",4
"6664","S01013169","Dalmuir - 06","S02002467","Dalmuir","S12000039","West Dunbartonshire",4
"6665","S01013170","Dalmuir - 07","S02002467","Dalmuir","S12000039","West Dunbartonshire",4
"6666","S01013171","Kilpatrick - 01","S02002468","Kilpatrick","S12000039","West Dunbartonshire",4
"6667","S01013172","Kilpatrick - 02","S02002468","Kilpatrick","S12000039","West Dunbartonshire",4
"6668","S01013173","Kilpatrick - 03","S02002468","Kilpatrick","S12000039","West Dunbartonshire",4
"6669","S01013174","Kilpatrick - 04","S02002468","Kilpatrick","S12000039","West Dunbartonshire",4
"6670","S01013175","Kilpatrick - 05","S02002468","Kilpatrick","S12000039","West Dunbartonshire",4
"6671","S01013176","Kilpatrick - 06","S02002468","Kilpatrick","S12000039","West Dunbartonshire",4
"6672","S01013177","Kilpatrick - 07","S02002468","Kilpatrick","S12000039","West Dunbartonshire",4
"6673","S01013178","Bowling - 01","S02002469","Bowling","S12000039","West Dunbartonshire",4
"6674","S01013179","Bowling - 02","S02002469","Bowling","S12000039","West Dunbartonshire",4
"6675","S01013180","Bowling - 03","S02002469","Bowling","S12000039","West Dunbartonshire",4
"6676","S01013181","Bowling - 04","S02002469","Bowling","S12000039","West Dunbartonshire",4
"6677","S01013182","Bowling - 05","S02002469","Bowling","S12000039","West Dunbartonshire",4
"6678","S01013183","Bowling - 06","S02002469","Bowling","S12000039","West Dunbartonshire",4
"6679","S01013184","Dumbarton East - 01","S02002470","Dumbarton east","S12000039","West Dunbartonshire",4
"6680","S01013185","Dumbarton East - 02","S02002470","Dumbarton east","S12000039","West Dunbartonshire",4
"6681","S01013186","Dumbarton East - 03","S02002470","Dumbarton east","S12000039","West Dunbartonshire",4
"6682","S01013187","Dumbarton East - 04","S02002470","Dumbarton east","S12000039","West Dunbartonshire",4
"6683","S01013188","Dumbarton East - 05","S02002470","Dumbarton east","S12000039","West Dunbartonshire",4
"6684","S01013189","Dumbarton East - 06","S02002470","Dumbarton east","S12000039","West Dunbartonshire",4
"6685","S01013190","Dumbarton East - 07","S02002470","Dumbarton east","S12000039","West Dunbartonshire",4
"6686","S01013191","Dumbarton - 01","S02002471","Dumbarton","S12000039","West Dunbartonshire",4
"6687","S01013192","Dumbarton - 02","S02002471","Dumbarton","S12000039","West Dunbartonshire",4
"6688","S01013193","Dumbarton - 03","S02002471","Dumbarton","S12000039","West Dunbartonshire",4
"6689","S01013194","Dumbarton - 04","S02002471","Dumbarton","S12000039","West Dunbartonshire",4
"6690","S01013195","Dumbarton - 05","S02002471","Dumbarton","S12000039","West Dunbartonshire",4
"6691","S01013196","Dumbarton - 06","S02002471","Dumbarton","S12000039","West Dunbartonshire",4
"6692","S01013197","Dumbarton - 07","S02002471","Dumbarton","S12000039","West Dunbartonshire",4
"6693","S01013198","Dumbarton - 08","S02002471","Dumbarton","S12000039","West Dunbartonshire",4
"6694","S01013199","Dalreoch - 01","S02002472","Dalreoch","S12000039","West Dunbartonshire",4
"6695","S01013200","Dalreoch - 02","S02002472","Dalreoch","S12000039","West Dunbartonshire",4
"6696","S01013201","Dalreoch - 03","S02002472","Dalreoch","S12000039","West Dunbartonshire",4
"6697","S01013202","Dalreoch - 04","S02002472","Dalreoch","S12000039","West Dunbartonshire",4
"6698","S01013203","Dalreoch - 05","S02002472","Dalreoch","S12000039","West Dunbartonshire",4
"6699","S01013204","Dalreoch - 06","S02002472","Dalreoch","S12000039","West Dunbartonshire",4
"6700","S01013205","Dalreoch - 07","S02002472","Dalreoch","S12000039","West Dunbartonshire",4
"6701","S01013206","Dalreoch - 08","S02002472","Dalreoch","S12000039","West Dunbartonshire",4
"6702","S01013207","Leven - 01","S02002473","Leven","S12000039","West Dunbartonshire",4
"6703","S01013208","Leven - 02","S02002473","Leven","S12000039","West Dunbartonshire",4
"6704","S01013209","Leven - 03","S02002473","Leven","S12000039","West Dunbartonshire",4
"6705","S01013210","Leven - 04","S02002473","Leven","S12000039","West Dunbartonshire",4
"6706","S01013211","Leven - 05","S02002473","Leven","S12000039","West Dunbartonshire",4
"6707","S01013212","Leven - 06","S02002473","Leven","S12000039","West Dunbartonshire",4
"6708","S01013213","Leven - 07","S02002473","Leven","S12000039","West Dunbartonshire",4
"6709","S01013214","Bonhill - 01","S02002474","Bonhill","S12000039","West Dunbartonshire",4
"6710","S01013215","Bonhill - 02","S02002474","Bonhill","S12000039","West Dunbartonshire",4
"6711","S01013216","Bonhill - 03","S02002474","Bonhill","S12000039","West Dunbartonshire",4
"6712","S01013217","Bonhill - 04","S02002474","Bonhill","S12000039","West Dunbartonshire",4
"6713","S01013218","Bonhill - 05","S02002474","Bonhill","S12000039","West Dunbartonshire",4
"6714","S01013219","Bonhill - 06","S02002474","Bonhill","S12000039","West Dunbartonshire",4
"6715","S01013220","Bonhill - 07","S02002474","Bonhill","S12000039","West Dunbartonshire",4
"6716","S01013221","Bonhill - 08","S02002474","Bonhill","S12000039","West Dunbartonshire",4
"6717","S01013222","Bonhill - 09","S02002474","Bonhill","S12000039","West Dunbartonshire",4
"6718","S01013223","Alexandria - 01","S02002475","Alexandria","S12000039","West Dunbartonshire",4
"6719","S01013224","Alexandria - 02","S02002475","Alexandria","S12000039","West Dunbartonshire",4
"6720","S01013225","Alexandria - 03","S02002475","Alexandria","S12000039","West Dunbartonshire",4
"6721","S01013226","Alexandria - 04","S02002475","Alexandria","S12000039","West Dunbartonshire",4
"6722","S01013227","Alexandria - 05","S02002475","Alexandria","S12000039","West Dunbartonshire",4
"6723","S01013228","Balloch - 01","S02002476","Balloch","S12000039","West Dunbartonshire",4
"6724","S01013229","Balloch - 02","S02002476","Balloch","S12000039","West Dunbartonshire",4
"6725","S01013230","Balloch - 03","S02002476","Balloch","S12000039","West Dunbartonshire",4
"6726","S01013231","Balloch - 04","S02002476","Balloch","S12000039","West Dunbartonshire",4
"6727","S01013232","Balloch - 05","S02002476","Balloch","S12000039","West Dunbartonshire",4
"6728","S01013233","Balloch - 06","S02002476","Balloch","S12000039","West Dunbartonshire",4
"6729","S01013234","Balloch - 07","S02002476","Balloch","S12000039","West Dunbartonshire",4
"6730","S01013235","Balloch - 08","S02002476","Balloch","S12000039","West Dunbartonshire",4
"6731","S01013236","Balloch - 09","S02002476","Balloch","S12000039","West Dunbartonshire",4
"6732","S01013237","Lomond - 01","S02002477","Lomond","S12000039","West Dunbartonshire",4
"6733","S01013238","Lomond - 02","S02002477","Lomond","S12000039","West Dunbartonshire",4
"6734","S01013239","Lomond - 03","S02002477","Lomond","S12000039","West Dunbartonshire",4
"6735","S01013240","Lomond - 04","S02002477","Lomond","S12000039","West Dunbartonshire",4
"6736","S01013241","Lomond - 05","S02002477","Lomond","S12000039","West Dunbartonshire",4
"6737","S01013242","Lomond - 06","S02002477","Lomond","S12000039","West Dunbartonshire",4
"6738","S01013243","Fauldhouse - 01","S02002478","Fauldhouse","S12000040","West Lothian",3
"6739","S01013244","Fauldhouse - 02","S02002478","Fauldhouse","S12000040","West Lothian",3
"6740","S01013245","Fauldhouse - 03","S02002478","Fauldhouse","S12000040","West Lothian",3
"6741","S01013246","Fauldhouse - 04","S02002478","Fauldhouse","S12000040","West Lothian",3
"6742","S01013247","Fauldhouse - 05","S02002478","Fauldhouse","S12000040","West Lothian",3
"6743","S01013248","Fauldhouse - 06","S02002478","Fauldhouse","S12000040","West Lothian",3
"6744","S01013249","Fauldhouse - 07","S02002478","Fauldhouse","S12000040","West Lothian",3
