DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName
S01008003,Altonhill North and Onthank - 05,S02001500,Altonhill North and Onthank,S12000008,East Ayrshire
S01008004,Altonhill North and Onthank - 06,S02001500,Altonhill North and Onthank,S12000008,East Ayrshire
S01008005,"Altonhill South, Longpark and Hillhead - 01",S02001501,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire
S01008006,"Altonhill South, Longpark and Hillhead - 02",S02001501,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire
S01008007,"Altonhill South, Longpark and Hillhead - 03",S02001501,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire
S01008008,"Altonhill South, Longpark and Hillhead - 04",S02001501,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire
S01008009,"Altonhill South, Longpark and Hillhead - 05",S02001501,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire
S01008010,"Altonhill South, Longpark and Hillhead - 06",S02001501,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire
S01008011,"Altonhill South, Longpark and Hillhead - 07",S02001501,"Altonhill South, Longpark and Hillhead",S12000008,East Ayrshire
S01008012,Bonnyton and Town Centre - 01,S02001502,Bonnyton and Town Centre,S12000008,East Ayrshire
S01008013,Bonnyton and Town Centre - 02,S02001502,Bonnyton and Town Centre,S12000008,East Ayrshire
S01008014,Bonnyton and Town Centre - 03,S02001502,Bonnyton and Town Centre,S12000008,East Ayrshire
S01008015,Bonnyton and Town Centre - 04,S02001502,Bonnyton and Town Centre,S12000008,East Ayrshire
S01008016,Bonnyton and Town Centre - 05,S02001502,Bonnyton and Town Centre,S12000008,East Ayrshire
S01008017,"Grange, Howard and Gargieston - 01",S02001503,"Grange, Howard and Gargieston",S12000008,East Ayrshire
S01008018,"Grange, Howard and Gargieston - 02",S02001503,"Grange, Howard and Gargieston",S12000008,East Ayrshire
S01008019,"Grange, Howard and Gargieston - 03",S02001503,"Grange, Howard and Gargieston",S12000008,East Ayrshire
S01008020,"Grange, Howard and Gargieston - 04",S02001503,"Grange, Howard and Gargieston",S12000008,East Ayrshire
S01008021,"Grange, Howard and Gargieston - 05",S02001503,"Grange, Howard and Gargieston",S12000008,East Ayrshire
S01008022,"Grange, Howard and Gargieston - 06",S02001503,"Grange, Howard and Gargieston",S12000008,East Ayrshire
S01008023,"Grange, Howard and Gargieston - 07",S02001503,"Grange, Howard and Gargieston",S12000008,East Ayrshire
S01008024,"Grange, Howard and Gargieston - 08",S02001503,"Grange, Howard and Gargieston",S12000008,East Ayrshire
S01008025,"Crosshouse, Gatehead and Kilmaurs Rural - 01",S02001504,"Crosshouse, Gatehead and Kilmaurs Rural",S12000008,East Ayrshire
S01008026,"Crosshouse, Gatehead and Kilmaurs Rural - 02",S02001504,"Crosshouse, Gatehead and Kilmaurs Rural",S12000008,East Ayrshire
S01008027,"Crosshouse, Gatehead and Kilmaurs Rural - 03",S02001504,"Crosshouse, Gatehead and Kilmaurs Rural",S12000008,East Ayrshire
S01008028,"Crosshouse, Gatehead and Kilmaurs Rural - 04",S02001504,"Crosshouse, Gatehead and Kilmaurs Rural",S12000008,East Ayrshire
S01008029,"Crosshouse, Gatehead and Kilmaurs Rural - 05",S02001504,"Crosshouse, Gatehead and Kilmaurs Rural",S12000008,East Ayrshire
S01008030,Kilmaurs - 01,S02001505,Kilmaurs,S12000008,East Ayrshire
S01008031,Kilmaurs - 02,S02001505,Kilmaurs,S12000008,East Ayrshire
S01008032,Kilmaurs - 03,S02001505,Kilmaurs,S12000008,East Ayrshire
S01008033,West Clober and Mains Estate - 01,S02001506,West Clober and Mains Estate,S12000045,East Dunbartonshire
S01008034,West Clober and Mains Estate - 02,S02001506,West Clober and Mains Estate,S12000045,East Dunbartonshire
S01008035,West Clober and Mains Estate - 03,S02001506,West Clober and Mains Estate,S12000045,East Dunbartonshire
S01008036,West Clober and Mains Estate - 04,S02001506,West Clober and Mains Estate,S12000045,East Dunbartonshire
S01008037,East Clober and Mains Estate - 01,S02001507,East Clober and Mains Estate,S12000045,East Dunbartonshire
S01008038,East Clober and Mains Estate - 02,S02001507,East Clober and Mains Estate,S12000045,East Dunbartonshire
S01008039,East Clober and Mains Estate - 03,S02001507,East Clober and Mains Estate,S12000045,East Dunbartonshire
S01008040,East Clober and Mains Estate - 04,S02001507,East Clober and Mains Estate,S12000045,East Dunbartonshire
S01008041,Barloch - 01,S02001508,Barloch,S12000045,East Dunbartonshire
S01008042,Barloch - 02,S02001508,Barloch,S12000045,East Dunbartonshire
S01008043,Barloch - 03,S02001508,Barloch,S12000045,East Dunbartonshire
S01008044,Barloch - 04,S02001508,Barloch,S12000045,East Dunbartonshire
S01008045,Keystone and Dougalston - 01,S02001509,Keystone and Dougalston,S12000045,East Dunbartonshire
S01008046,Keystone and Dougalston - 02,S02001509,Keystone and Dougalston,S12000045,East Dunbartonshire
S01008047,Keystone and Dougalston - 03,S02001509,Keystone and Dougalston,S12000045,East Dunbartonshire
S01008048,Keystone and Dougalston - 04,S02001509,Keystone and Dougalston,S12000045,East Dunbartonshire
S01008049,Keystone and Dougalston - 05,S02001509,Keystone and Dougalston,S12000045,East Dunbartonshire
S01008050,Kilmardinny East - 01,S02001510,Kilmardinny East,S12000045,East Dunbartonshire
S01008051,Kilmardinny East - 02,S02001510,Kilmardinny East,S12000045,East Dunbartonshire
S01008052,Kilmardinny East - 03,S02001510,Kilmardinny East,S12000045,East Dunbartonshire
S01008053,Kilmardinny East - 04,S02001510,Kilmardinny East,S12000045,East Dunbartonshire
S01008054,Kilmardinny West - 01,S02001511,Kilmardinny West,S12000045,East Dunbartonshire
S01008055,Kilmardinny West - 02,S02001511,Kilmardinny West,S12000045,East Dunbartonshire
S01008056,Kilmardinny West - 03,S02001511,Kilmardinny West,S12000045,East Dunbartonshire
S01008057,Kilmardinny West - 04,S02001511,Kilmardinny West,S12000045,East Dunbartonshire
S01008058,North Castlehill and Thorn - 01,S02001512,North Castlehill and Thorn,S12000045,East Dunbartonshire
S01008059,North Castlehill and Thorn - 02,S02001512,North Castlehill and Thorn,S12000045,East Dunbartonshire
S01008060,North Castlehill and Thorn - 03,S02001512,North Castlehill and Thorn,S12000045,East Dunbartonshire
S01008061,North Castlehill and Thorn - 04,S02001512,North Castlehill and Thorn,S12000045,East Dunbartonshire
S01008062,North Castlehill and Thorn - 05,S02001512,North Castlehill and Thorn,S12000045,East Dunbartonshire
S01008063,South Castlehill and Thorn - 01,S02001513,South Castlehill and Thorn,S12000045,East Dunbartonshire
S01008064,South Castlehill and Thorn - 02,S02001513,South Castlehill and Thorn,S12000045,East Dunbartonshire
S01008065,South Castlehill and Thorn - 03,S02001513,South Castlehill and Thorn,S12000045,East Dunbartonshire
S01008066,South Castlehill and Thorn - 04,S02001513,South Castlehill and Thorn,S12000045,East Dunbartonshire
S01008067,South Castlehill and Thorn - 05,S02001513,South Castlehill and Thorn,S12000045,East Dunbartonshire
S01008068,Westerton West - 01,S02001514,Westerton West,S12000045,East Dunbartonshire
S01008069,Westerton West - 02,S02001514,Westerton West,S12000045,East Dunbartonshire
S01008070,Westerton West - 03,S02001514,Westerton West,S12000045,East Dunbartonshire
S01008071,Westerton East - 01,S02001515,Westerton East,S12000045,East Dunbartonshire
S01008072,Westerton East - 02,S02001515,Westerton East,S12000045,East Dunbartonshire
S01008073,Westerton East - 03,S02001515,Westerton East,S12000045,East Dunbartonshire
S01008074,Westerton East - 04,S02001515,Westerton East,S12000045,East Dunbartonshire
S01008075,Westerton East - 05,S02001515,Westerton East,S12000045,East Dunbartonshire
S01008076,Kessington West - 01,S02001516,Kessington West,S12000045,East Dunbartonshire
S01008077,Kessington West - 02,S02001516,Kessington West,S12000045,East Dunbartonshire
S01008078,Kessington West - 03,S02001516,Kessington West,S12000045,East Dunbartonshire
S01008079,Kessington West - 04,S02001516,Kessington West,S12000045,East Dunbartonshire
S01008080,Kessington East - 01,S02001517,Kessington East,S12000045,East Dunbartonshire
S01008081,Kessington East - 02,S02001517,Kessington East,S12000045,East Dunbartonshire
S01008082,Kessington East - 03,S02001517,Kessington East,S12000045,East Dunbartonshire
S01008083,Kessington East - 04,S02001517,Kessington East,S12000045,East Dunbartonshire
S01008084,Torrance and Balmore - 01,S02001518,Torrance and Balmore,S12000045,East Dunbartonshire
S01008085,Torrance and Balmore - 02,S02001518,Torrance and Balmore,S12000045,East Dunbartonshire
S01008086,Torrance and Balmore - 03,S02001518,Torrance and Balmore,S12000045,East Dunbartonshire
S01008087,Bishopbriggs North and Kenmure - 01,S02001519,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire
S01008088,Bishopbriggs North and Kenmure - 02,S02001519,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire
S01008089,Bishopbriggs North and Kenmure - 03,S02001519,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire
S01008090,Bishopbriggs North and Kenmure - 04,S02001519,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire
S01008091,Bishopbriggs North and Kenmure - 05,S02001519,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire
S01008092,Bishopbriggs North and Kenmure - 06,S02001519,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire
S01008093,Bishopbriggs North and Kenmure - 07,S02001519,Bishopbriggs North and Kenmure,S12000045,East Dunbartonshire
S01008094,Bishopbriggs West and Cadder - 01,S02001520,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire
S01008095,Bishopbriggs West and Cadder - 02,S02001520,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire
S01008096,Bishopbriggs West and Cadder - 03,S02001520,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire
S01008097,Bishopbriggs West and Cadder - 04,S02001520,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire
S01008098,Bishopbriggs West and Cadder - 05,S02001520,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire
S01008099,Bishopbriggs West and Cadder - 06,S02001520,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire
S01008100,Bishopbriggs West and Cadder - 07,S02001520,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire
S01008101,Bishopbriggs West and Cadder - 08,S02001520,Bishopbriggs West and Cadder,S12000045,East Dunbartonshire
S01008102,Auchinairn - 01,S02001521,Auchinairn,S12000045,East Dunbartonshire
S01008103,Auchinairn - 02,S02001521,Auchinairn,S12000045,East Dunbartonshire
S01008104,Auchinairn - 03,S02001521,Auchinairn,S12000045,East Dunbartonshire
S01008105,Auchinairn - 04,S02001521,Auchinairn,S12000045,East Dunbartonshire
S01008106,Auchinairn - 05,S02001521,Auchinairn,S12000045,East Dunbartonshire
S01008107,Auchinairn - 06,S02001521,Auchinairn,S12000045,East Dunbartonshire
S01008108,Woodhill East - 01,S02001522,Woodhill East,S12000045,East Dunbartonshire
S01008109,Woodhill East - 02,S02001522,Woodhill East,S12000045,East Dunbartonshire
S01008110,Woodhill East - 03,S02001522,Woodhill East,S12000045,East Dunbartonshire
S01008111,Woodhill West - 01,S02001523,Woodhill West,S12000045,East Dunbartonshire
S01008112,Woodhill West - 02,S02001523,Woodhill West,S12000045,East Dunbartonshire
S01008113,Woodhill West - 03,S02001523,Woodhill West,S12000045,East Dunbartonshire
S01008114,Woodhill West - 04,S02001523,Woodhill West,S12000045,East Dunbartonshire
S01008115,Woodhill West - 05,S02001523,Woodhill West,S12000045,East Dunbartonshire
S01008116,Lenzie North - 01,S02001524,Lenzie North,S12000045,East Dunbartonshire
S01008117,Lenzie North - 02,S02001524,Lenzie North,S12000045,East Dunbartonshire
S01008118,Lenzie North - 03,S02001524,Lenzie North,S12000045,East Dunbartonshire
S01008119,Lenzie North - 04,S02001524,Lenzie North,S12000045,East Dunbartonshire
S01008120,Lenzie North - 05,S02001524,Lenzie North,S12000045,East Dunbartonshire
S01008121,Lenzie North - 06,S02001524,Lenzie North,S12000045,East Dunbartonshire
S01008122,Lenzie North - 07,S02001524,Lenzie North,S12000045,East Dunbartonshire
S01008123,Lenzie South - 01,S02001525,Lenzie South,S12000045,East Dunbartonshire
S01008124,Lenzie South - 02,S02001525,Lenzie South,S12000045,East Dunbartonshire
S01008125,Lenzie South - 03,S02001525,Lenzie South,S12000045,East Dunbartonshire
S01008126,Lenzie South - 04,S02001525,Lenzie South,S12000045,East Dunbartonshire
S01008127,Kirkintilloch South - 01,S02001526,Kirkintilloch South,S12000045,East Dunbartonshire
S01008128,Kirkintilloch South - 02,S02001526,Kirkintilloch South,S12000045,East Dunbartonshire
S01008129,Kirkintilloch South - 03,S02001526,Kirkintilloch South,S12000045,East Dunbartonshire
S01008130,Kirkintilloch South - 04,S02001526,Kirkintilloch South,S12000045,East Dunbartonshire
S01008131,Kirkintilloch West - 01,S02001527,Kirkintilloch West,S12000045,East Dunbartonshire
S01008132,Kirkintilloch West - 02,S02001527,Kirkintilloch West,S12000045,East Dunbartonshire
S01008133,Kirkintilloch West - 03,S02001527,Kirkintilloch West,S12000045,East Dunbartonshire
S01008134,Kirkintilloch West - 04,S02001527,Kirkintilloch West,S12000045,East Dunbartonshire
S01008135,Kirkintilloch West - 05,S02001527,Kirkintilloch West,S12000045,East Dunbartonshire
S01008136,Hillhead - 01,S02001528,Hillhead,S12000045,East Dunbartonshire
S01008137,Hillhead - 02,S02001528,Hillhead,S12000045,East Dunbartonshire
S01008138,Hillhead - 03,S02001528,Hillhead,S12000045,East Dunbartonshire
S01008139,Hillhead - 04,S02001528,Hillhead,S12000045,East Dunbartonshire
S01008140,Hillhead - 05,S02001528,Hillhead,S12000045,East Dunbartonshire
S01008141,Rosebank and Waterside - 01,S02001529,Rosebank and Waterside,S12000045,East Dunbartonshire
S01008142,Rosebank and Waterside - 02,S02001529,Rosebank and Waterside,S12000045,East Dunbartonshire
S01008143,Rosebank and Waterside - 03,S02001529,Rosebank and Waterside,S12000045,East Dunbartonshire
S01008144,Rosebank and Waterside - 04,S02001529,Rosebank and Waterside,S12000045,East Dunbartonshire
S01008145,Twechar and Harestanes East - 01,S02001530,Twechar and Harestanes East,S12000045,East Dunbartonshire
S01008146,Twechar and Harestanes East - 02,S02001530,Twechar and Harestanes East,S12000045,East Dunbartonshire
S01008147,Twechar and Harestanes East - 03,S02001530,Twechar and Harestanes East,S12000045,East Dunbartonshire
S01008148,Twechar and Harestanes East - 04,S02001530,Twechar and Harestanes East,S12000045,East Dunbartonshire
S01008149,Harestanes - 01,S02001531,Harestanes,S12000045,East Dunbartonshire
S01008150,Harestanes - 02,S02001531,Harestanes,S12000045,East Dunbartonshire
S01008151,Harestanes - 03,S02001531,Harestanes,S12000045,East Dunbartonshire
S01008152,Harestanes - 04,S02001531,Harestanes,S12000045,East Dunbartonshire
S01008153,Milton of Campsie - 01,S02001532,Milton of Campsie,S12000045,East Dunbartonshire
S01008154,Milton of Campsie - 02,S02001532,Milton of Campsie,S12000045,East Dunbartonshire
S01008155,Milton of Campsie - 03,S02001532,Milton of Campsie,S12000045,East Dunbartonshire
S01008156,Milton of Campsie - 04,S02001532,Milton of Campsie,S12000045,East Dunbartonshire
S01008157,Milton of Campsie - 05,S02001532,Milton of Campsie,S12000045,East Dunbartonshire
S01008158,Lennoxtown - 01,S02001533,Lennoxtown,S12000045,East Dunbartonshire
S01008159,Lennoxtown - 02,S02001533,Lennoxtown,S12000045,East Dunbartonshire
S01008160,Lennoxtown - 03,S02001533,Lennoxtown,S12000045,East Dunbartonshire
S01008161,Lennoxtown - 04,S02001533,Lennoxtown,S12000045,East Dunbartonshire
S01008162,Lennoxtown - 05,S02001533,Lennoxtown,S12000045,East Dunbartonshire
S01008163,Wallyford/Whitecraig - 01,S02001534,Wallyford/Whitecraig,S12000010,East Lothian
S01008164,Wallyford/Whitecraig - 02,S02001534,Wallyford/Whitecraig,S12000010,East Lothian
S01008165,Wallyford/Whitecraig - 03,S02001534,Wallyford/Whitecraig,S12000010,East Lothian
S01008166,Wallyford/Whitecraig - 04,S02001534,Wallyford/Whitecraig,S12000010,East Lothian
S01008167,Wallyford/Whitecraig - 05,S02001534,Wallyford/Whitecraig,S12000010,East Lothian
S01008168,Wallyford/Whitecraig - 06,S02001534,Wallyford/Whitecraig,S12000010,East Lothian
S01008169,Wallyford/Whitecraig - 07,S02001534,Wallyford/Whitecraig,S12000010,East Lothian
S01008170,Musselburgh South - 01,S02001535,Musselburgh South,S12000010,East Lothian
S01008171,Musselburgh South - 02,S02001535,Musselburgh South,S12000010,East Lothian
S01008172,Musselburgh South - 03,S02001535,Musselburgh South,S12000010,East Lothian
S01008173,Musselburgh South - 04,S02001535,Musselburgh South,S12000010,East Lothian
S01008174,Musselburgh South - 05,S02001535,Musselburgh South,S12000010,East Lothian
S01008175,Musselburgh South - 06,S02001535,Musselburgh South,S12000010,East Lothian
S01008176,Musselburgh South - 07,S02001535,Musselburgh South,S12000010,East Lothian
S01008177,Musselburgh West - 01,S02001536,Musselburgh West,S12000010,East Lothian
S01008178,Musselburgh West - 02,S02001536,Musselburgh West,S12000010,East Lothian
S01008179,Musselburgh West - 03,S02001536,Musselburgh West,S12000010,East Lothian
S01008180,Musselburgh West - 04,S02001536,Musselburgh West,S12000010,East Lothian
S01008181,Musselburgh West - 05,S02001536,Musselburgh West,S12000010,East Lothian
S01008182,Musselburgh North - 01,S02001537,Musselburgh North,S12000010,East Lothian
S01008183,Musselburgh North - 02,S02001537,Musselburgh North,S12000010,East Lothian
S01008184,Musselburgh North - 03,S02001537,Musselburgh North,S12000010,East Lothian
S01008185,Musselburgh North - 04,S02001537,Musselburgh North,S12000010,East Lothian
S01008186,Musselburgh North - 05,S02001537,Musselburgh North,S12000010,East Lothian
S01008187,Musselburgh North - 06,S02001537,Musselburgh North,S12000010,East Lothian
S01008188,Musselburgh East - 01,S02001538,Musselburgh East,S12000010,East Lothian
S01008189,Musselburgh East - 02,S02001538,Musselburgh East,S12000010,East Lothian
S01008190,Musselburgh East - 03,S02001538,Musselburgh East,S12000010,East Lothian
S01008191,Musselburgh East - 04,S02001538,Musselburgh East,S12000010,East Lothian
S01008192,Musselburgh East - 05,S02001538,Musselburgh East,S12000010,East Lothian
S01008193,Musselburgh East - 06,S02001538,Musselburgh East,S12000010,East Lothian
S01008194,Pinkie Braes - 01,S02001539,Pinkie Braes,S12000010,East Lothian
S01008195,Pinkie Braes - 02,S02001539,Pinkie Braes,S12000010,East Lothian
S01008196,Pinkie Braes - 03,S02001539,Pinkie Braes,S12000010,East Lothian
S01008197,Prestonpans West - 01,S02001540,Prestonpans West,S12000010,East Lothian
S01008198,Prestonpans West - 02,S02001540,Prestonpans West,S12000010,East Lothian
S01008199,Prestonpans West - 03,S02001540,Prestonpans West,S12000010,East Lothian
S01008200,Prestonpans West - 04,S02001540,Prestonpans West,S12000010,East Lothian
S01008201,Prestonpans West - 05,S02001540,Prestonpans West,S12000010,East Lothian
S01008202,Prestonpans West - 06,S02001540,Prestonpans West,S12000010,East Lothian
S01008203,Prestonpans West - 07,S02001540,Prestonpans West,S12000010,East Lothian
S01008204,Prestonpans East - 01,S02001541,Prestonpans East,S12000010,East Lothian
S01008205,Prestonpans East - 02,S02001541,Prestonpans East,S12000010,East Lothian
S01008206,Prestonpans East - 03,S02001541,Prestonpans East,S12000010,East Lothian
S01008207,Prestonpans East - 04,S02001541,Prestonpans East,S12000010,East Lothian
S01008208,Prestonpans East - 05,S02001541,Prestonpans East,S12000010,East Lothian
S01008209,Prestonpans East - 06,S02001541,Prestonpans East,S12000010,East Lothian
S01008210,Cockenzie - 01,S02001542,Cockenzie,S12000010,East Lothian
S01008211,Cockenzie - 02,S02001542,Cockenzie,S12000010,East Lothian
S01008212,Cockenzie - 03,S02001542,Cockenzie,S12000010,East Lothian
S01008213,Cockenzie - 04,S02001542,Cockenzie,S12000010,East Lothian
S01008214,Cockenzie - 05,S02001542,Cockenzie,S12000010,East Lothian
S01008215,Cockenzie - 06,S02001542,Cockenzie,S12000010,East Lothian
S01008216,Cockenzie - 07,S02001542,Cockenzie,S12000010,East Lothian
S01008217,Cockenzie - 08,S02001542,Cockenzie,S12000010,East Lothian
S01008218,Tranent North - 01,S02001543,Tranent North,S12000010,East Lothian
S01008219,Tranent North - 02,S02001543,Tranent North,S12000010,East Lothian
S01008220,Tranent North - 03,S02001543,Tranent North,S12000010,East Lothian
S01008221,Tranent North - 04,S02001543,Tranent North,S12000010,East Lothian
S01008222,Tranent North - 05,S02001543,Tranent North,S12000010,East Lothian
S01008223,Tranent North - 06,S02001543,Tranent North,S12000010,East Lothian
S01008224,Tranent North - 07,S02001543,Tranent North,S12000010,East Lothian
S01008225,Tranent North - 08,S02001543,Tranent North,S12000010,East Lothian
S01008226,Tranent South - 01,S02001544,Tranent South,S12000010,East Lothian
S01008227,Tranent South - 02,S02001544,Tranent South,S12000010,East Lothian
S01008228,Tranent South - 03,S02001544,Tranent South,S12000010,East Lothian
S01008229,Tranent South - 04,S02001544,Tranent South,S12000010,East Lothian
S01008230,Tranent South - 05,S02001544,Tranent South,S12000010,East Lothian
S01008231,Tranent South - 06,S02001544,Tranent South,S12000010,East Lothian
S01008232,Tranent South - 07,S02001544,Tranent South,S12000010,East Lothian
S01008233,Tranent South - 08,S02001544,Tranent South,S12000010,East Lothian
S01008234,Ormiston - 01,S02001545,Ormiston,S12000010,East Lothian
S01008235,Ormiston - 02,S02001545,Ormiston,S12000010,East Lothian
S01008236,Ormiston - 03,S02001545,Ormiston,S12000010,East Lothian
S01008237,Ormiston - 04,S02001545,Ormiston,S12000010,East Lothian
S01008238,Longniddry and Aberlady - 01,S02001546,Longniddry and Aberlady,S12000010,East Lothian
S01008239,Longniddry and Aberlady - 02,S02001546,Longniddry and Aberlady,S12000010,East Lothian
S01008240,Longniddry and Aberlady - 03,S02001546,Longniddry and Aberlady,S12000010,East Lothian
S01008241,Longniddry and Aberlady - 04,S02001546,Longniddry and Aberlady,S12000010,East Lothian
S01008242,Longniddry and Aberlady - 05,S02001546,Longniddry and Aberlady,S12000010,East Lothian
S01008243,Longniddry and Aberlady - 06,S02001546,Longniddry and Aberlady,S12000010,East Lothian
S01008244,Longniddry and Aberlady - 07,S02001546,Longniddry and Aberlady,S12000010,East Lothian
S01008245,Haddington Rural - 01,S02001547,Haddington Rural,S12000010,East Lothian
S01008246,Haddington Rural - 02,S02001547,Haddington Rural,S12000010,East Lothian
S01008247,Haddington Rural - 03,S02001547,Haddington Rural,S12000010,East Lothian
S01008248,Haddington Rural - 04,S02001547,Haddington Rural,S12000010,East Lothian
S01008249,Haddington Rural - 05,S02001547,Haddington Rural,S12000010,East Lothian
S01008250,Haddington Rural - 06,S02001547,Haddington Rural,S12000010,East Lothian
S01008251,Haddington North - 01,S02001548,Haddington North,S12000010,East Lothian
S01008252,Haddington North - 02,S02001548,Haddington North,S12000010,East Lothian
S01008253,Haddington North - 03,S02001548,Haddington North,S12000010,East Lothian
S01008254,Haddington North - 04,S02001548,Haddington North,S12000010,East Lothian
S01008255,Haddington North - 05,S02001548,Haddington North,S12000010,East Lothian
S01008256,Haddington South - 01,S02001549,Haddington South,S12000010,East Lothian
S01008257,Haddington South - 02,S02001549,Haddington South,S12000010,East Lothian
S01008258,Haddington South - 03,S02001549,Haddington South,S12000010,East Lothian
S01008259,Haddington South - 04,S02001549,Haddington South,S12000010,East Lothian
S01008260,Haddington South - 05,S02001549,Haddington South,S12000010,East Lothian
S01008261,Haddington South - 06,S02001549,Haddington South,S12000010,East Lothian
S01008262,Gullane and Drem - 01,S02001550,Gullane and Drem,S12000010,East Lothian
S01008263,Gullane and Drem - 02,S02001550,Gullane and Drem,S12000010,East Lothian
S01008264,Gullane and Drem - 03,S02001550,Gullane and Drem,S12000010,East Lothian
S01008265,Gullane and Drem - 04,S02001550,Gullane and Drem,S12000010,East Lothian
S01008266,Gullane and Drem - 05,S02001550,Gullane and Drem,S12000010,East Lothian
S01008267,Gullane and Drem - 06,S02001550,Gullane and Drem,S12000010,East Lothian
S01008268,North Berwick North - 01,S02001551,North Berwick North,S12000010,East Lothian
S01008269,North Berwick North - 02,S02001551,North Berwick North,S12000010,East Lothian
S01008270,North Berwick North - 03,S02001551,North Berwick North,S12000010,East Lothian
S01008271,North Berwick North - 04,S02001551,North Berwick North,S12000010,East Lothian
S01008272,North Berwick South - 01,S02001552,North Berwick South,S12000010,East Lothian
S01008273,North Berwick South - 02,S02001552,North Berwick South,S12000010,East Lothian
S01008274,North Berwick South - 03,S02001552,North Berwick South,S12000010,East Lothian
S01008275,North Berwick South - 04,S02001552,North Berwick South,S12000010,East Lothian
S01008276,North Berwick South - 05,S02001552,North Berwick South,S12000010,East Lothian
S01008277,East Linton and Rural - 01,S02001553,East Linton and Rural,S12000010,East Lothian
S01008278,East Linton and Rural - 02,S02001553,East Linton and Rural,S12000010,East Lothian
S01008279,East Linton and Rural - 03,S02001553,East Linton and Rural,S12000010,East Lothian
S01008280,East Linton and Rural - 04,S02001553,East Linton and Rural,S12000010,East Lothian
S01008281,East Linton and Rural - 05,S02001553,East Linton and Rural,S12000010,East Lothian
S01008282,East Linton and Rural - 06,S02001553,East Linton and Rural,S12000010,East Lothian
S01008283,East Linton and Rural - 07,S02001553,East Linton and Rural,S12000010,East Lothian
S01008284,Dunbar West - 01,S02001554,Dunbar West,S12000010,East Lothian
S01008285,Dunbar West - 02,S02001554,Dunbar West,S12000010,East Lothian
S01008286,Dunbar West - 03,S02001554,Dunbar West,S12000010,East Lothian
S01008287,Dunbar West - 04,S02001554,Dunbar West,S12000010,East Lothian
S01008288,Dunbar West - 05,S02001554,Dunbar West,S12000010,East Lothian
S01008289,Dunbar East - 01,S02001555,Dunbar East,S12000010,East Lothian
S01008290,Dunbar East - 02,S02001555,Dunbar East,S12000010,East Lothian
S01008291,Dunbar East - 03,S02001555,Dunbar East,S12000010,East Lothian
S01008292,Dunbar East - 04,S02001555,Dunbar East,S12000010,East Lothian
S01008293,Dunbar East - 05,S02001555,Dunbar East,S12000010,East Lothian
S01008294,Dunbar East - 06,S02001555,Dunbar East,S12000010,East Lothian
S01008295,Neilston and Uplawmoor - 01,S02001556,Neilston and Uplawmoor,S12000011,East Renfrewshire
S01008296,Neilston and Uplawmoor - 02,S02001556,Neilston and Uplawmoor,S12000011,East Renfrewshire
S01008297,Neilston and Uplawmoor - 03,S02001556,Neilston and Uplawmoor,S12000011,East Renfrewshire
S01008298,Neilston and Uplawmoor - 04,S02001556,Neilston and Uplawmoor,S12000011,East Renfrewshire
S01008299,Neilston and Uplawmoor - 05,S02001556,Neilston and Uplawmoor,S12000011,East Renfrewshire
S01008300,Neilston and Uplawmoor - 06,S02001556,Neilston and Uplawmoor,S12000011,East Renfrewshire
S01008301,Neilston and Uplawmoor - 07,S02001556,Neilston and Uplawmoor,S12000011,East Renfrewshire
S01008302,Neilston and Uplawmoor - 08,S02001556,Neilston and Uplawmoor,S12000011,East Renfrewshire
S01008303,Cross Stobbs - 01,S02001557,Cross Stobbs,S12000011,East Renfrewshire
S01008304,Cross Stobbs - 02,S02001557,Cross Stobbs,S12000011,East Renfrewshire
S01008305,Cross Stobbs - 03,S02001557,Cross Stobbs,S12000011,East Renfrewshire
S01008306,Cross Stobbs - 04,S02001557,Cross Stobbs,S12000011,East Renfrewshire
S01008307,Cross Stobbs - 05,S02001557,Cross Stobbs,S12000011,East Renfrewshire
S01008308,Cross Stobbs - 06,S02001557,Cross Stobbs,S12000011,East Renfrewshire
S01008309,"Dunterlie, East Arthurlie and Dovecothall - 01",S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire
S01008310,"Dunterlie, East Arthurlie and Dovecothall - 02",S02001558,"Dunterlie, East Arthurlie and Dovecothall",S12000011,East Renfrewshire
