DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName
S01010042,Bridgeton - 01,S02001892,Bridgeton,S12000049,Glasgow City
S01010043,Bridgeton - 02,S02001892,Bridgeton,S12000049,Glasgow City
S01010044,Bridgeton - 03,S02001892,Bridgeton,S12000049,Glasgow City
S01010045,Bridgeton - 04,S02001892,Bridgeton,S12000049,Glasgow City
S01010046,Dalmarnock - 01,S02001893,Dalmarnock,S12000049,Glasgow City
S01010047,Dalmarnock - 02,S02001893,Dalmarnock,S12000049,Glasgow City
S01010048,Dalmarnock - 03,S02001893,Dalmarnock,S12000049,Glasgow City
S01010049,Parkhead West and Barrowfield - 01,S02001894,Parkhead West and Barrowfield,S12000049,Glasgow City
S01010050,Parkhead West and Barrowfield - 02,S02001894,Parkhead West and Barrowfield,S12000049,Glasgow City
S01010051,Parkhead West and Barrowfield - 03,S02001894,Parkhead West and Barrowfield,S12000049,Glasgow City
S01010052,Parkhead West and Barrowfield - 04,S02001894,Parkhead West and Barrowfield,S12000049,Glasgow City
S01010053,Parkhead West and Barrowfield - 05,S02001894,Parkhead West and Barrowfield,S12000049,Glasgow City
S01010054,Parkhead West and Barrowfield - 06,S02001894,Parkhead West and Barrowfield,S12000049,Glasgow City
S01010055,Parkhead West and Barrowfield - 07,S02001894,Parkhead West and Barrowfield,S12000049,Glasgow City
S01010056,Parkhead East and Braidfauld North - 01,S02001895,Parkhead East and Braidfauld North,S12000049,Glasgow City
S01010057,Parkhead East and Braidfauld North - 02,S02001895,Parkhead East and Braidfauld North,S12000049,Glasgow City
S01010058,Parkhead East and Braidfauld North - 03,S02001895,Parkhead East and Braidfauld North,S12000049,Glasgow City
S01010059,Parkhead East and Braidfauld North - 04,S02001895,Parkhead East and Braidfauld North,S12000049,Glasgow City
S01010060,Parkhead East and Braidfauld North - 05,S02001895,Parkhead East and Braidfauld North,S12000049,Glasgow City
S01010061,Braidfauld - 01,S02001896,Braidfauld,S12000049,Glasgow City
S01010062,Braidfauld - 02,S02001896,Braidfauld,S12000049,Glasgow City
S01010063,Braidfauld - 03,S02001896,Braidfauld,S12000049,Glasgow City
S01010064,Braidfauld - 04,S02001896,Braidfauld,S12000049,Glasgow City
S01010065,Braidfauld - 05,S02001896,Braidfauld,S12000049,Glasgow City
S01010066,Braidfauld - 06,S02001896,Braidfauld,S12000049,Glasgow City
S01010067,Braidfauld - 07,S02001896,Braidfauld,S12000049,Glasgow City
S01010068,Braidfauld - 08,S02001896,Braidfauld,S12000049,Glasgow City
S01010069,Shettleston South - 01,S02001897,Shettleston South,S12000049,Glasgow City
S01010070,Shettleston South - 02,S02001897,Shettleston South,S12000049,Glasgow City
S01010071,Shettleston South - 03,S02001897,Shettleston South,S12000049,Glasgow City
S01010072,Shettleston South - 04,S02001897,Shettleston South,S12000049,Glasgow City
S01010073,Shettleston South - 05,S02001897,Shettleston South,S12000049,Glasgow City
S01010074,Carmyle and Mount Vernon South - 01,S02001898,Carmyle and Mount Vernon South,S12000049,Glasgow City
S01010075,Carmyle and Mount Vernon South - 02,S02001898,Carmyle and Mount Vernon South,S12000049,Glasgow City
S01010076,Carmyle and Mount Vernon South - 03,S02001898,Carmyle and Mount Vernon South,S12000049,Glasgow City
S01010077,Carmyle and Mount Vernon South - 04,S02001898,Carmyle and Mount Vernon South,S12000049,Glasgow City
S01010078,Mount Vernon North and Sandyhills - 01,S02001899,Mount Vernon North and Sandyhills,S12000049,Glasgow City
S01010079,Mount Vernon North and Sandyhills - 02,S02001899,Mount Vernon North and Sandyhills,S12000049,Glasgow City
S01010080,Mount Vernon North and Sandyhills - 03,S02001899,Mount Vernon North and Sandyhills,S12000049,Glasgow City
S01010081,Mount Vernon North and Sandyhills - 04,S02001899,Mount Vernon North and Sandyhills,S12000049,Glasgow City
S01010082,Mount Vernon North and Sandyhills - 05,S02001899,Mount Vernon North and Sandyhills,S12000049,Glasgow City
S01010083,Baillieston West - 01,S02001900,Baillieston West,S12000049,Glasgow City
S01010084,Baillieston West - 02,S02001900,Baillieston West,S12000049,Glasgow City
S01010085,Baillieston West - 03,S02001900,Baillieston West,S12000049,Glasgow City
S01010086,Baillieston West - 04,S02001900,Baillieston West,S12000049,Glasgow City
S01010087,Baillieston West - 05,S02001900,Baillieston West,S12000049,Glasgow City
S01010088,Baillieston East - 01,S02001901,Baillieston East,S12000049,Glasgow City
S01010089,Baillieston East - 02,S02001901,Baillieston East,S12000049,Glasgow City
S01010090,Baillieston East - 03,S02001901,Baillieston East,S12000049,Glasgow City
S01010091,Baillieston East - 04,S02001901,Baillieston East,S12000049,Glasgow City
S01010092,Baillieston East - 05,S02001901,Baillieston East,S12000049,Glasgow City
S01010093,Baillieston East - 06,S02001901,Baillieston East,S12000049,Glasgow City
S01010094,Garrowhill West - 01,S02001902,Garrowhill West,S12000049,Glasgow City
S01010095,Garrowhill West - 02,S02001902,Garrowhill West,S12000049,Glasgow City
S01010096,Garrowhill West - 03,S02001902,Garrowhill West,S12000049,Glasgow City
S01010097,Garrowhill West - 04,S02001902,Garrowhill West,S12000049,Glasgow City
S01010098,Garrowhill West - 05,S02001902,Garrowhill West,S12000049,Glasgow City
S01010099,Garrowhill West - 06,S02001902,Garrowhill West,S12000049,Glasgow City
S01010100,Garrowhill East and Swinton - 01,S02001903,Garrowhill East and Swinton,S12000049,Glasgow City
S01010101,Garrowhill East and Swinton - 02,S02001903,Garrowhill East and Swinton,S12000049,Glasgow City
S01010102,Garrowhill East and Swinton - 03,S02001903,Garrowhill East and Swinton,S12000049,Glasgow City
S01010103,Garrowhill East and Swinton - 04,S02001903,Garrowhill East and Swinton,S12000049,Glasgow City
S01010104,Garrowhill East and Swinton - 05,S02001903,Garrowhill East and Swinton,S12000049,Glasgow City
S01010105,Easterhouse East - 01,S02001904,Easterhouse East,S12000049,Glasgow City
S01010106,Easterhouse East - 02,S02001904,Easterhouse East,S12000049,Glasgow City
S01010107,Easterhouse East - 03,S02001904,Easterhouse East,S12000049,Glasgow City
S01010108,Easterhouse East - 04,S02001904,Easterhouse East,S12000049,Glasgow City
S01010109,Easterhouse East - 05,S02001904,Easterhouse East,S12000049,Glasgow City
S01010110,Central Easterhouse - 01,S02001905,Central Easterhouse,S12000049,Glasgow City
S01010111,Central Easterhouse - 02,S02001905,Central Easterhouse,S12000049,Glasgow City
S01010112,Central Easterhouse - 03,S02001905,Central Easterhouse,S12000049,Glasgow City
S01010113,"Garthamlock, Auchinlea and Gartloch - 01",S02001906,"Garthamlock, Auchinlea and Gartloch",S12000049,Glasgow City
S01010114,"Garthamlock, Auchinlea and Gartloch - 02",S02001906,"Garthamlock, Auchinlea and Gartloch",S12000049,Glasgow City
S01010115,"Garthamlock, Auchinlea and Gartloch - 03",S02001906,"Garthamlock, Auchinlea and Gartloch",S12000049,Glasgow City
S01010116,"Garthamlock, Auchinlea and Gartloch - 04",S02001906,"Garthamlock, Auchinlea and Gartloch",S12000049,Glasgow City
S01010117,"Garthamlock, Auchinlea and Gartloch - 05",S02001906,"Garthamlock, Auchinlea and Gartloch",S12000049,Glasgow City
S01010118,North Barlanark and Easterhouse South - 01,S02001907,North Barlanark and Easterhouse South,S12000049,Glasgow City
S01010119,North Barlanark and Easterhouse South - 02,S02001907,North Barlanark and Easterhouse South,S12000049,Glasgow City
S01010120,North Barlanark and Easterhouse South - 03,S02001907,North Barlanark and Easterhouse South,S12000049,Glasgow City
S01010121,North Barlanark and Easterhouse South - 04,S02001907,North Barlanark and Easterhouse South,S12000049,Glasgow City
S01010122,North Barlanark and Easterhouse South - 05,S02001907,North Barlanark and Easterhouse South,S12000049,Glasgow City
S01010123,Barlanark - 01,S02001908,Barlanark,S12000049,Glasgow City
S01010124,Barlanark - 02,S02001908,Barlanark,S12000049,Glasgow City
S01010125,Barlanark - 03,S02001908,Barlanark,S12000049,Glasgow City
S01010126,Barlanark - 04,S02001908,Barlanark,S12000049,Glasgow City
S01010127,Barlanark - 05,S02001908,Barlanark,S12000049,Glasgow City
S01010128,Barlanark - 06,S02001908,Barlanark,S12000049,Glasgow City
S01010129,Barlanark - 07,S02001908,Barlanark,S12000049,Glasgow City
S01010130,Barlanark - 08,S02001908,Barlanark,S12000049,Glasgow City
S01010131,Greenfield - 01,S02001909,Greenfield,S12000049,Glasgow City
S01010132,Greenfield - 02,S02001909,Greenfield,S12000049,Glasgow City
S01010133,Greenfield - 03,S02001909,Greenfield,S12000049,Glasgow City
S01010134,Greenfield - 04,S02001909,Greenfield,S12000049,Glasgow City
S01010135,Greenfield - 05,S02001909,Greenfield,S12000049,Glasgow City
S01010136,Greenfield - 06,S02001909,Greenfield,S12000049,Glasgow City
S01010137,Shettleston North - 01,S02001910,Shettleston North,S12000049,Glasgow City
S01010138,Shettleston North - 02,S02001910,Shettleston North,S12000049,Glasgow City
S01010139,Shettleston North - 03,S02001910,Shettleston North,S12000049,Glasgow City
S01010140,Shettleston North - 04,S02001910,Shettleston North,S12000049,Glasgow City
S01010141,Shettleston North - 05,S02001910,Shettleston North,S12000049,Glasgow City
S01010142,Tollcross - 01,S02001911,Tollcross,S12000049,Glasgow City
S01010143,Tollcross - 02,S02001911,Tollcross,S12000049,Glasgow City
S01010144,Tollcross - 03,S02001911,Tollcross,S12000049,Glasgow City
S01010145,Tollcross - 04,S02001911,Tollcross,S12000049,Glasgow City
S01010146,Tollcross - 05,S02001911,Tollcross,S12000049,Glasgow City
S01010147,Old Shettleston and Parkhead North - 01,S02001912,Old Shettleston and Parkhead North,S12000049,Glasgow City
S01010148,Old Shettleston and Parkhead North - 02,S02001912,Old Shettleston and Parkhead North,S12000049,Glasgow City
S01010149,Old Shettleston and Parkhead North - 03,S02001912,Old Shettleston and Parkhead North,S12000049,Glasgow City
S01010150,Old Shettleston and Parkhead North - 04,S02001912,Old Shettleston and Parkhead North,S12000049,Glasgow City
S01010151,Old Shettleston and Parkhead North - 05,S02001912,Old Shettleston and Parkhead North,S12000049,Glasgow City
S01010152,Carntyne - 01,S02001913,Carntyne,S12000049,Glasgow City
S01010153,Carntyne - 02,S02001913,Carntyne,S12000049,Glasgow City
S01010154,Carntyne - 03,S02001913,Carntyne,S12000049,Glasgow City
S01010155,Carntyne - 04,S02001913,Carntyne,S12000049,Glasgow City
S01010156,"Cranhill, Lightburn and Queenslie South - 01",S02001914,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City
S01010157,"Cranhill, Lightburn and Queenslie South - 02",S02001914,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City
S01010158,"Cranhill, Lightburn and Queenslie South - 03",S02001914,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City
S01010159,"Cranhill, Lightburn and Queenslie South - 04",S02001914,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City
S01010160,"Cranhill, Lightburn and Queenslie South - 05",S02001914,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City
S01010161,"Cranhill, Lightburn and Queenslie South - 06",S02001914,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City
S01010162,"Cranhill, Lightburn and Queenslie South - 07",S02001914,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City
S01010163,"Cranhill, Lightburn and Queenslie South - 08",S02001914,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City
S01010164,"Cranhill, Lightburn and Queenslie South - 09",S02001914,"Cranhill, Lightburn and Queenslie South",S12000049,Glasgow City
S01010165,Craigend and Ruchazie - 01,S02001915,Craigend and Ruchazie,S12000049,Glasgow City
S01010166,Craigend and Ruchazie - 02,S02001915,Craigend and Ruchazie,S12000049,Glasgow City
S01010167,Craigend and Ruchazie - 03,S02001915,Craigend and Ruchazie,S12000049,Glasgow City
S01010168,Craigend and Ruchazie - 04,S02001915,Craigend and Ruchazie,S12000049,Glasgow City
S01010169,Craigend and Ruchazie - 05,S02001915,Craigend and Ruchazie,S12000049,Glasgow City
S01010170,Craigend and Ruchazie - 06,S02001915,Craigend and Ruchazie,S12000049,Glasgow City
S01010171,Craigend and Ruchazie - 07,S02001915,Craigend and Ruchazie,S12000049,Glasgow City
S01010172,Riddrie and Hogganfield - 01,S02001916,Riddrie and Hogganfield,S12000049,Glasgow City
S01010173,Riddrie and Hogganfield - 02,S02001916,Riddrie and Hogganfield,S12000049,Glasgow City
S01010174,Riddrie and Hogganfield - 03,S02001916,Riddrie and Hogganfield,S12000049,Glasgow City
S01010175,Riddrie and Hogganfield - 04,S02001916,Riddrie and Hogganfield,S12000049,Glasgow City
S01010176,Riddrie and Hogganfield - 05,S02001916,Riddrie and Hogganfield,S12000049,Glasgow City
S01010177,Riddrie and Hogganfield - 06,S02001916,Riddrie and Hogganfield,S12000049,Glasgow City
S01010178,Riddrie and Hogganfield - 07,S02001916,Riddrie and Hogganfield,S12000049,Glasgow City
S01010179,Blackhill and Barmulloch East - 01,S02001917,Blackhill and Barmulloch East,S12000049,Glasgow City
S01010180,Blackhill and Barmulloch East - 02,S02001917,Blackhill and Barmulloch East,S12000049,Glasgow City
S01010181,Blackhill and Barmulloch East - 03,S02001917,Blackhill and Barmulloch East,S12000049,Glasgow City
S01010182,Blackhill and Barmulloch East - 04,S02001917,Blackhill and Barmulloch East,S12000049,Glasgow City
S01010183,Blackhill and Barmulloch East - 05,S02001917,Blackhill and Barmulloch East,S12000049,Glasgow City
S01010184,Blackhill and Barmulloch East - 06,S02001917,Blackhill and Barmulloch East,S12000049,Glasgow City
S01010185,Blackhill and Barmulloch East - 07,S02001917,Blackhill and Barmulloch East,S12000049,Glasgow City
S01010186,Robroyston and Millerston - 01,S02001918,Robroyston and Millerston,S12000049,Glasgow City
S01010187,Robroyston and Millerston - 02,S02001918,Robroyston and Millerston,S12000049,Glasgow City
S01010188,Robroyston and Millerston - 03,S02001918,Robroyston and Millerston,S12000049,Glasgow City
S01010189,Robroyston and Millerston - 04,S02001918,Robroyston and Millerston,S12000049,Glasgow City
S01010190,Robroyston and Millerston - 05,S02001918,Robroyston and Millerston,S12000049,Glasgow City
S01010191,Robroyston and Millerston - 06,S02001918,Robroyston and Millerston,S12000049,Glasgow City
S01010192,Robroyston and Millerston - 07,S02001918,Robroyston and Millerston,S12000049,Glasgow City
S01010193,Robroyston and Millerston - 08,S02001918,Robroyston and Millerston,S12000049,Glasgow City
S01010194,Balornock - 01,S02001919,Balornock,S12000049,Glasgow City
S01010195,Balornock - 02,S02001919,Balornock,S12000049,Glasgow City
S01010196,Balornock - 03,S02001919,Balornock,S12000049,Glasgow City
S01010197,Balornock - 04,S02001919,Balornock,S12000049,Glasgow City
S01010198,Balornock - 05,S02001919,Balornock,S12000049,Glasgow City
S01010199,Barmulloch - 01,S02001920,Barmulloch,S12000049,Glasgow City
S01010200,Barmulloch - 02,S02001920,Barmulloch,S12000049,Glasgow City
S01010201,Barmulloch - 03,S02001920,Barmulloch,S12000049,Glasgow City
S01010202,Barmulloch - 04,S02001920,Barmulloch,S12000049,Glasgow City
S01010203,Petershill - 01,S02001921,Petershill,S12000049,Glasgow City
S01010204,Petershill - 02,S02001921,Petershill,S12000049,Glasgow City
S01010205,Petershill - 03,S02001921,Petershill,S12000049,Glasgow City
S01010206,Petershill - 04,S02001921,Petershill,S12000049,Glasgow City
S01010207,Petershill - 05,S02001921,Petershill,S12000049,Glasgow City
S01010208,Petershill - 06,S02001921,Petershill,S12000049,Glasgow City
S01010209,Springburn - 01,S02001922,Springburn,S12000049,Glasgow City
S01010210,Springburn - 02,S02001922,Springburn,S12000049,Glasgow City
S01010211,Springburn - 03,S02001922,Springburn,S12000049,Glasgow City
S01010212,Springburn - 04,S02001922,Springburn,S12000049,Glasgow City
S01010213,Springburn - 05,S02001922,Springburn,S12000049,Glasgow City
S01010214,Springburn East and Cowlairs - 01,S02001923,Springburn East and Cowlairs,S12000049,Glasgow City
S01010215,Springburn East and Cowlairs - 02,S02001923,Springburn East and Cowlairs,S12000049,Glasgow City
S01010216,Springburn East and Cowlairs - 03,S02001923,Springburn East and Cowlairs,S12000049,Glasgow City
S01010217,Springburn East and Cowlairs - 04,S02001923,Springburn East and Cowlairs,S12000049,Glasgow City
S01010218,Springburn East and Cowlairs - 05,S02001923,Springburn East and Cowlairs,S12000049,Glasgow City
S01010219,Cowlairs and Port Dundas - 01,S02001924,Cowlairs and Port Dundas,S12000049,Glasgow City
S01010220,Cowlairs and Port Dundas - 02,S02001924,Cowlairs and Port Dundas,S12000049,Glasgow City
S01010221,Cowlairs and Port Dundas - 03,S02001924,Cowlairs and Port Dundas,S12000049,Glasgow City
S01010222,Cowlairs and Port Dundas - 04,S02001924,Cowlairs and Port Dundas,S12000049,Glasgow City
S01010223,Cowlairs and Port Dundas - 05,S02001924,Cowlairs and Port Dundas,S12000049,Glasgow City
S01010224,Cowlairs and Port Dundas - 06,S02001924,Cowlairs and Port Dundas,S12000049,Glasgow City
S01010225,Sighthill - 01,S02001925,Sighthill,S12000049,Glasgow City
S01010226,Sighthill - 02,S02001925,Sighthill,S12000049,Glasgow City
S01010227,Sighthill - 03,S02001925,Sighthill,S12000049,Glasgow City
S01010228,"Roystonhill, Blochairn, and Provanmill - 01",S02001926,"Roystonhill, Blochairn, and Provanmill",S12000049,Glasgow City
S01010229,"Roystonhill, Blochairn, and Provanmill - 02",S02001926,"Roystonhill, Blochairn, and Provanmill",S12000049,Glasgow City
S01010230,"Roystonhill, Blochairn, and Provanmill - 03",S02001926,"Roystonhill, Blochairn, and Provanmill",S12000049,Glasgow City
S01010231,"Roystonhill, Blochairn, and Provanmill - 04",S02001926,"Roystonhill, Blochairn, and Provanmill",S12000049,Glasgow City
S01010232,"Roystonhill, Blochairn, and Provanmill - 05",S02001926,"Roystonhill, Blochairn, and Provanmill",S12000049,Glasgow City
